#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112
#PETID,ペット名,PICTID,種別ID,体の幅,体の長さ,スケール,特殊情報,,,,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,命中,,,回避,,,クリティカル,,回復力,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常時）,,,,,,,,,,思考ID(出現時),,思考ID(瀕死時),,,,,,,,,,思考ID(終焉時）,,スキルリスト,,,,,,,,,,,,,,,,EXP,JOBEXP,ドロップアイテム,ドロップアイテム,,,,,,,騎乗者非表示設定,備考
#,通常ペット名は全角13文字まで,,,,,,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,MP,SP,速度,最小,最大,攻撃タイプ,最小,最大,物理－,物理％,魔法－,魔法％,近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足化,混乱,氷結,気絶,思考ID１,,思考ID2,,思考ID3,,思考ID4,,思考ID5,,思考ID1,,思考ID１,,思考ID2,,思考ID3,,思考ID4,,思考ID5,,思考ID1,,スキルID1,,スキルID2,,スキルID3,,スキルID4,,スキルID5,,スキルID6,,スキルID7,,スキルID8,,,,ドロップ率ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,,
#,騎乗ペット名は全角16文字まで,,,,,,,,,,STR,MAG,VIT,DEX,AGI,INT,LUK,CHR,,,,移動速度,ATK（MIN）,ATK（MAX）,,M ATK（MIN）,M ATK（MAX）,DEF（-）,DEF（%）,M DEF（-）,M DEF（%）,S HIT,L HIT,魔法命中（状態異常魔法などの発生確率上昇に使用）,S AVOID,L AVOID,魔法耐性（状態異常魔法などの発生確率低下に使用）,クリティカル,クリティカル回避,HP回復率,MP回復率,A SPD,C SPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#99999999,,99999999,HUMAN,1,1,1,0,0,0,0,127,127,127,127,127,127,127,127,9999,9999,9999,9999,9999,9999,0,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,100,100,100,100,100,100,100,9999,9999,9999,9999,9999,9999,9999,9999,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,127,9999,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,9999,0,99999999,99999999,0,99999999,99999999,99999999,99999999,null,99999999,99999999,0,
15020000,リゼル,15020000,HUMAN_59_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4000,0,0,0,180,253,STAB,145,168,235,0,183,0,185,128,180,170,100,134,50,38,110,50,180,120,1,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15030000,テリア,15030000,HUMAN_60_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3400,0,0,0,168,244,SLASH,135,155,210,0,165,0,190,133,168,196,130,128,53,44,110,50,220,120,1,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15040000,キーノ,15040000,HUMAN_61_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3580,0,0,0,185,254,STAB,132,150,215,0,160,0,180,132,165,197,134,125,52,37,110,50,230,120,1,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15050000,ツバキ,15050000,HUMAN_62_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3680,0,0,0,198,260,BLOW,144,167,200,0,153,0,171,128,155,164,113,129,60,29,110,50,175,120,1,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15060000,カノン,15060000,HUMAN_63_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3360,0,0,0,189,257,BLOW,146,168,205,0,155,0,170,130,156,167,118,130,58,26,110,50,180,120,1,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15070000,ヨシュア,15070000,HUMAN_64_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,4100,0,0,0,180,255,STAB,145,167,237,0,185,0,183,131,178,168,105,135,51,41,110,50,180,120,2,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15080000,レネット,15080000,HUMAN_65_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2980,0,0,0,140,220,BLOW,255,271,180,0,165,0,164,124,197,123,98,139,40,27,110,50,160,200,1,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15090000,ソレイユ,15090000,HUMAN_66_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3150,0,0,0,175,240,STAB,150,172,207,0,154,0,155,205,126,143,148,126,53,35,110,50,200,120,5,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15100000,グリヴァー,15100000,HUMAN_67_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3230,0,0,0,178,243,STAB,150,170,209,0,156,0,158,202,118,147,150,127,57,28,110,50,200,120,5,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15110000,プリーシュ,15110000,HUMAN_68_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3120,0,0,0,180,252,BLOW,158,169,211,0,147,0,181,138,121,157,132,131,59,38,110,50,215,120,2,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15120000,フロール,15120000,HUMAN_69_MASTERLV,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,2890,0,0,0,138,220,BLOW,255,273,182,0,167,0,163,122,198,124,99,138,40,27,110,50,170,200,2,0,0,0,0,0,0,0,150,50,50,100,150,150,50,50,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15200000,ハネムーン気球,15200000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15200001,サークルＫサンクス気球,15200001,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15210000,きらめく流星群,15210000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15220000,陽夜子のハングライダー,15220000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15240000,オートマタ（サファイア）,15240000,MAGIC_CREATURE_73,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,220,0,0,0,5,5,BLOW,40,45,3,0,10,0,34,20,100,70,30,125,20,30,100,1,200,200,3,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15250000,狐狸招来,15250000,MAGIC_CREATURE_72,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,10,10,BLOW,30,30,3,0,10,0,34,20,100,60,20,120,20,20,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15260000,フライング パンプキン,15260000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15270000,エミリーのメイドさん,15270000,HUMAN_74,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,300,0,0,0,30,42,BLOW,30,44,33,0,30,0,32,20,35,20,10,21,15,5,120,1,130,200,1,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15280000,ネコマタ（アリス）,15280000,MAGIC_CREATURE_75,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,10,10,BLOW,30,30,3,0,10,0,34,20,100,60,20,120,20,20,100,1,200,200,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15290000,年代物の愛車,15290000,MACHINE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15310000,オートマタ（ダイヤモンド）,15310000,MAGIC_CREATURE_77,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,20,25,BLOW,40,50,30,0,40,0,45,20,100,70,40,120,30,20,100,1,200,200,5,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,40,100,0,0,0,0,0,0,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15320000,あけましタイニー,15320000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15325000,おでかけタイニー（抹茶）,15325000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15330000,スノーボード,15330000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15340000,ロイヤルガードグリフォン,15340000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,700,0,0,0,155,155,STAB,110,110,144,0,45,0,99,20,35,55,5,5,52,20,120,12,200,0,0,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15360000,子パンダ,15360000,ANIMAL_78,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15390000,守護魔 ムツキ,15390000,HUMAN_80,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,30,42,BLOW,30,44,33,0,30,0,32,20,35,20,10,21,15,5,120,1,130,200,1,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15400000,アザラシ,15400000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,49,49,STAB,43,43,37,0,18,0,30,25,20,28,15,14,30,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,150,100,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15410000,守護魔 キサラギ,15410000,HUMAN_83,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,30,42,BLOW,30,44,33,0,30,0,32,20,35,20,10,21,15,5,120,1,130,200,1,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15420000,魔法のスーツケース,15420000,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,BLOW,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15420100,魔法のスーツケース（白）,15420100,MAGIC_CREATURE_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,BLOW,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15470000,シャボタン,15470000,PLANT_93,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,389,0,0,0,30,42,BLOW,40,45,40,0,35,0,32,20,35,20,10,17,20,4,120,1,130,180,1,0,0,0,0,0,0,0,100,0,50,70,150,0,50,0,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6201,0,6203,0,6205,0,6207,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15470100,シャボタン（青）,15470100,PLANT_93,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,389,0,0,0,30,42,BLOW,40,45,40,0,35,0,32,20,35,20,10,17,20,4,120,1,130,180,1,0,0,0,0,0,0,0,100,0,50,70,150,0,50,0,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6201,0,6203,0,6205,0,6207,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15470200,シャボタン（黄緑）,15470200,PLANT_93,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,389,0,0,0,30,42,BLOW,40,45,40,0,35,0,32,20,35,20,10,17,20,4,120,1,130,180,1,0,0,0,0,0,0,0,100,0,50,70,150,0,50,0,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6201,0,6203,0,6205,0,6207,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15470300,シャボタン（深緑）,15470300,PLANT_93,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,389,0,0,0,30,42,BLOW,40,45,40,0,35,0,32,20,35,20,10,17,20,4,120,1,130,180,1,0,0,0,0,0,0,0,100,0,50,70,150,0,50,0,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6201,0,6203,0,6205,0,6207,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15470400,シャボタン（黒）,15470400,PLANT_93,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,389,0,0,0,30,42,BLOW,40,45,40,0,35,0,32,20,35,20,10,17,20,4,120,1,130,180,1,0,0,0,0,0,0,0,100,0,50,70,150,0,50,0,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6201,0,6203,0,6205,0,6207,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15530000,ボクサーパンダ,15530000,ANIMAL_141,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,600,0,0,0,52,52,BLOW,24,24,40,0,15,0,40,10,30,20,25,20,15,5,100,1,200,200,1,0,0,0,0,0,0,0,150,0,0,0,150,150,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,null,null,null,null,null,null,null,0,
15550000,サボッテン,15550000,PLANT_142,1,1,1.2,0,0,0,1,1,1,1,1,1,1,1,1,450,0,0,0,43,43,BLOW,37,37,40,0,30,0,35,20,30,20,10,17,15,5,100,1,200,200,1,0,0,0,0,0,0,0,100,0,50,70,150,0,50,0,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,6201,0,6203,0,6205,0,6207,0,0,0,0,0,0,0,0,0,0,,0,null,null,null,null,null,null,null,0,
15560000,守護魔 ヤヨイ,15560000,HUMAN_85,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,30,42,BLOW,30,44,30,0,30,0,35,20,35,25,15,20,20,10,120,1,130,200,1,0,0,0,0,0,0,0,70,70,70,70,70,70,70,70,70,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15570000,忍びの大がま,15570000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,40,40,BLOW,45,45,30,0,35,0,28,30,35,20,10,10,25,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,50,150,0,50,0,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15590000,守護魔 ウヅキ,15590000,HUMAN_87,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,40,40,BLOW,45,45,30,0,35,0,28,30,35,20,10,10,25,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,50,150,0,50,0,50,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15600000,守護魔 サツキ,15600000,HUMAN_89,1,1,1.1,0,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,40,40,BLOW,45,45,30,0,35,0,28,30,35,20,10,10,25,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,50,150,0,50,0,50,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15680000,守護魔 ミナヅキ,15680000,HUMAN_91,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,40,40,BLOW,45,45,30,0,35,0,28,30,35,20,10,10,25,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,50,150,0,50,0,50,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15690000,守護魔 ウル,15690000,HUMAN_108,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,50,60,BLOW,30,40,50,0,30,0,40,35,30,20,20,10,25,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,100,0,0,0,100,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15690100,守護魔 ルゥ,15690100,HUMAN_109,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,240,0,0,0,30,40,BLOW,50,60,30,0,50,0,30,35,40,20,10,20,15,10,120,1,130,200,1,0,0,0,0,0,0,0,0,150,0,50,150,0,50,100,0,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
20015000,カルティー,20015000,HUMAN_92,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,200,0,0,0,10,10,BLOW,30,35,6,0,15,0,28,30,35,20,10,10,20,4,100,1,100,130,1,0,0,0,0,0,0,0,80,80,80,50,50,50,50,80,50,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15700000,天馬,15700000,ANIMAL_RIDE_4,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,320,0,0,0,49,49,STAB,43,43,37,0,18,0,43,24,13,28,15,14,21,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,0,150,0,50,0,150,41,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
15710000,守護魔 フミツキ,15710000,HUMAN_95,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,350,0,0,0,40,40,BLOW,45,45,30,0,35,0,28,30,35,20,10,10,25,4,120,1,150,130,1,0,0,0,0,0,0,0,150,0,50,50,150,0,50,0,50,40,100,0,0,0,0,0,0,0,0,0,0,41,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,null,null,null,null,null,null,null,0,
