#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,EVENTID,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
11000317,汤姆,10066000,98,57,5,1.1,11000317,0,11000049,111,0,1,0,0,0,
11000318,比基,10066000,98,56,6,1,11000318,0,11000211,111,0,1,0,0,0,
11000319,收发部队,10063100,44,142,6,1,11000319,0,11000319,111,0,1,0,0,0,
11000320,收发部队,10063100,45,64,7,1,11000320,0,11000320,111,0,1,0,0,0,
11000321,收发部队,10066000,123,69,2,1,11000321,0,11000321,111,0,1,0,0,0,
11000322,切丝列,10066000,70,184,3,1.1,11000322,0,11000049,111,0,1,0,0,0,
11000323,鲁克蕾奇娅,10066000,69,182,0,1,11000323,0,11000211,111,0,1,0,0,0,
11000324,胡安,10066000,68,183,6,1.1,11000324,0,11000049,111,0,1,0,0,0,
11000325,西军讨伐军队员,10020000,187,48,0,1.1,11000325,0,10000013,111,0,1,0,0,0,
11000326,艾恩萨乌斯之母,10066000,37,61,6,1.05,11000326,0,11000005,111,0,1,0,0,0,
11000327,烈焰蜥蜴,10064000,148,106,0,1,11000327,0,11000260,111,0,1,0,0,0,
11000328,烈焰蜥蜴,10064000,158,120,2,1,11000328,0,11000260,135,0,1,0,0,0,
11000329,烈焰蜥蜴,10064000,139,125,5,1,11000329,0,11000260,111,0,1,0,0,0,
11000330,母亲大人,30020001,3,2,0,1.08,11000330,0,11000107,111,0,1,0,0,0,
11000331,迪恩,30020001,6,3,2,1,11000331,0,11000331,500,0,1,0,0,0,
11000332,佐恩,30020001,0,2,6,1,11000332,0,11000331,501,0,1,0,0,0,
11000333,哈奇,30020001,5,5,4,1,11000333,0,11000331,111,0,1,0,0,0,
11000334,萨布,30020001,2,5,4,1,11000334,0,11000331,500,0,1,0,0,0,
11000335,波奇,30020001,3,0,0,1,11000335,0,11000331,501,0,1,0,0,0,
11000336,马格,10018100,202,62,0,0.8,11000336,0,11000337,500,0,1,0,0,0,
11000337,柯塔洛,10018100,204,62,0,1.2,11000337,0,11000337,500,0,1,0,0,0,
11000338,向导机器人,10024000,135,121,4,1,11000338,0,11000308,111,0,1,0,0,0,
11000339,向导机器人,10023000,132,95,0,1,11000339,0,11000308,111,0,1,0,0,0,
11000340,向导机器人,10024000,206,126,2,1,11000340,0,11000308,111,0,1,0,0,0,
11000341,向导机器人,10024000,124,206,4,1,11000341,0,11000308,111,0,1,0,0,0,
11000342,商队商人,10032000,136,126,2,1.05,11000342,0,11000048,111,0,1,0,0,0,
11000343,商队商人,10034000,153,38,6,1.05,11000343,0,11000048,111,0,1,0,0,0,
11000344,商队商人,10042000,35,192,2,1.05,11000344,0,11000048,111,0,1,0,0,0,
11000345,散步中的冰精灵,10050000,31,194,6,1,11000345,0,11000177,111,0,1,0,0,0,
11000346,帕美拉小姐,10034000,155,33,7,1,11000346,0,11000346,111,0,1,0,0,0,
11000347,复活战士,10023100,250,133,4,1.1,11000347,0,11000348,111,0,1,0,0,0,
11000348,复活战士,10023200,5,122,0,1.1,11000348,0,11000348,111,0,1,0,0,0,
11000349,复活战士,10023300,122,251,6,1.1,11000349,0,11000348,111,0,1,0,0,0,
11000350,复活战士,10023400,133,5,2,1.1,11000350,0,11000348,111,0,1,0,0,0,
11000351,复活战士,10001000,102,24,2,1.1,11000351,0,11000348,111,0,1,0,0,0,
11000352,复活战士,10018100,232,89,2,1.1,11000352,0,11000348,111,0,1,0,0,0,
11000353,复活战士,10020000,107,72,0,1.1,11000353,0,11000347,111,0,1,0,0,0,
11000354,复活战士,10032000,139,110,0,1.1,11000354,0,11000347,111,0,1,0,0,0,
11000356,复活战士,10046000,153,231,4,1.1,11000356,0,11000348,111,0,1,0,0,0,
11000357,小熊,30020000,0,2,6,1,11000357,0,11000357,111,0,1,0,0,0,
11000358,艾米尔,10014002,127,207,4,1,11000358,0,11000154,111,0,1,0,0,0,
11000359,艾米尔,10014002,79,9,4,1,11000359,0,11000154,111,0,1,0,0,0,
11000360,行会商人,10014002,135,215,2,1.05,11000360,0,11000053,111,0,1,0,0,0,
11000361,卡特琳娜,10014002,136,214,3,1.3,11000361,0,11000138,111,0,1,0,0,0,
11000362,汤姆,10014002,119,224,5,1.1,11000362,0,11000091,111,0,1,0,0,0,
11000363,食料店老婆婆,10014002,120,217,6,1,11000363,0,11000125,111,0,1,0,0,0,
11000364,道具精制师,10014002,120,208,6,1.15,11000364,0,11000118,111,0,1,0,0,0,
11000365,北门守卫,10014002,134,194,2,1.1,11000365,0,11000133,111,0,1,0,0,0,
11000366,北门守卫,10014002,121,194,6,1.1,11000366,0,11000134,111,0,1,0,0,0,
11000367,向导机器人,10024000,49,125,6,1,11000367,0,11000308,111,0,1,0,0,0,
11000368,向导机器人,10024000,130,48,0,1,11000368,0,11000308,111,0,1,0,0,0,
11000369,向导机器人,10023000,159,130,2,1,11000369,0,11000308,111,0,1,0,0,0,
11000370,向导机器人,10023000,96,130,6,1,11000370,0,11000308,111,0,1,0,0,0,
11000371,向导机器人,10023000,89,97,0,1,11000371,0,11000308,111,0,1,0,0,0,
11000372,向导机器人,10023000,150,97,0,1,11000372,0,11000308,111,0,1,0,0,0,
11000374,居住区东门守卫,10023000,222,126,6,1.1,11000374,0,10000003,111,0,1,0,0,0,
11000375,居住区西门守卫,10023000,33,129,2,1.1,11000374,0,10000013,111,0,1,0,0,0,
11000376,居住区南门守卫,10023000,129,223,0,1.1,11000374,0,10000023,111,0,1,0,0,0,
11000377,居住区北门守卫,10023000,126,33,4,1.1,11000374,0,10000033,111,0,1,0,0,0,
11000378,黑市商人,10046000,211,229,6,1,11000378,0,11000257,135,0,1,0,0,0,
11000379,艾恩萨乌斯国境警备员,10046000,195,253,4,1.1,11000379,0,11000166,111,0,1,0,0,0,
11000380,六姫,10061000,144,66,4,0.95,11000380,0,11000211,111,0,1,0,0,0,
11000381,六姫,30010001,6,4,2,0.95,11000380,0,11000211,111,0,1,0,0,0,
11000382,斩鬼者加多,10061000,138,32,6,1.2,11000382,0,11000382,111,0,1,0,0,0,
11000383,占卜者雷米亚,30001000,2,1,0,1.05,11000383,0,11000383,111,0,1,0,0,0,
11000384,见习冒险者波罗尔,10066000,97,59,5,1.1,11000384,0,11000384,111,0,1,0,0,0,
11000385,米莉亚莉亚,30165000,4,2,0,1,11000385,0,11000385,111,0,1,0,0,0,
11000386,法伊斯特的政治家,30165000,3,2,6,1.1,11000386,0,11000386,111,0,1,0,0,0,
11000387,摩戈的政治家,30165000,5,2,2,1.1,11000387,0,11000387,111,0,1,0,0,0,
11000388,矿石博士,20023000,84,40,3,1.1,11000388,0,11000387,111,0,1,0,0,0,
11000389,美食王,30010003,6,1,1,1,11000389,0,11000389,190,0,1,0,0,0,
11000390,酒馆店员,30010003,5,4,2,1,11000390,0,11000438,111,0,1,0,0,0,
11000391,热血的雷德,10035000,77,206,4,1,11000391,0,11000391,111,0,1,0,0,0,
11000392,温柔的布鲁,10035000,76,207,4,1,11000391,0,11000392,111,0,1,0,0,0,
11000393,特立独行的耶罗,10035000,78,207,4,1,11000391,0,11000393,111,0,1,0,0,0,
11000394,平凡的格林,10035000,75,208,4,1,11000391,0,11000394,111,0,1,0,0,0,
11000395,帅气的布莱克,10035000,79,208,4,1,11000391,0,11000395,111,0,1,0,0,0,
11000396,讲故事的老爷爷,30079000,6,9,6,1.1,11000396,0,11000070,111,0,1,0,0,0,
11000398,柳,10018100,197,71,3,1,11000398,0,11000049,111,0,1,0,0,0,
11000399,堕落的泰达尼亚,30165001,6,3,2,1,11000399,0,11000027,111,0,1,0,0,0,
11000400,村里的宠物医生,10001000,81,30,5,1,11000400,0,11000400,111,0,1,0,0,0,
11000401,村里的宠物医生,10046000,171,221,1,1,11000401,0,11000400,111,0,1,0,0,0,
11000402,染色店阿姨,10018100,194,98,6,1.08,11000402,0,11000107,111,0,1,0,0,0,
11000403,染色店阿姨,10024000,192,84,5,1.08,11000403,0,11000107,111,0,1,0,0,0,
11000404,染色店阿姨,10046000,174,222,4,1.08,11000404,0,11000107,111,0,1,0,0,0,
11000405,管理者,20080000,25,8,0,1,11000405,0,11000405,111,0,1,0,0,0,
11000406,管理者,10024000,136,50,0,1,11000406,0,11000405,111,0,1,0,0,0,
11000407,职员,20080000,42,25,2,1,11000407,0,11000405,111,0,1,0,0,0,
11000408,南方国境防具店店员,10046000,142,230,4,1.1,11000408,0,11000080,111,0,1,0,0,0,
11000409,东方海角食品贩卖,10018100,204,98,4,1,11000409,0,11000001,111,0,1,0,0,0,
11000410,利基号,10018100,222,61,1,1.3,11000410,0,11000135,111,0,1,0,0,0,
11000411,赫尔海因的发型屋,10023000,103,74,0,1.05,11000411,0,11000115,111,0,1,0,0,0,
11000413,东方海角国境警备员,10018100,253,80,2,1.1,11000413,0,10000003,111,0,1,0,0,0,
11000414,东方海角国境警备员,10018100,235,77,0,1.1,11000414,0,10000003,111,0,1,0,0,0,
11000415,职员,20080000,25,42,4,1,11000407,0,11000405,111,0,1,0,0,0,
11000428,莫格莫格,10035000,51,186,4,1.3,11000428,0,11000136,111,0,1,0,0,0,
11000429,炽热太阳号,10046000,169,223,4,1.3,11000429,0,11000137,111,0,1,0,0,0,
11000430,斯诺莫比尔,10001000,81,29,6,1.3,11000430,0,11000138,111,0,1,0,0,0,
11000431,苦恼的冒险者,10057000,241,124,0,1,11000431,0,11000431,190,0,1,0,0,0,
11000432,困惑的冒险者,10057000,241,126,4,1,11000432,0,11000432,190,0,1,0,0,0,
11000433,摩戈国境警备员,10035000,101,220,2,1.1,11000433,0,10000013,111,0,1,0,0,0,
11000434,小鬼嘉布利,30020001,2,2,0,1.1,11000434,0,11000049,111,0,1,0,0,0,
11000435,酒馆店员,10025000,105,136,4,1,11000435,0,11000435,111,0,1,0,0,0,
11000436,酒馆店员,10022000,88,119,0,1,11000436,0,11000436,111,0,1,0,0,0,
11000437,酒馆店员,10031000,119,118,6,1,11000437,0,11000437,111,0,1,0,0,0,
11000438,酒馆店员,10014000,136,150,2,1,11000438,0,11000438,111,0,1,0,0,0,
11000448,道具精制师,30011000,3,0,0,1.15,11000118,0,11000118,111,0,1,0,0,0,
11000449,道具精制师,10046000,179,206,0,1.15,11000118,0,11000118,111,0,1,0,0,0,
11000450,道具精制师,10001000,85,35,0,1.15,11000118,0,11000118,111,0,1,0,0,0,
11000451,鉴定师,30011000,1,1,7,1.1,11000451,0,11000070,111,0,1,0,0,0,
11000452,鉴定师,10046000,210,215,2,1.1,11000451,0,11000070,111,0,1,0,0,0,
11000453,鉴定师,10001000,79,42,5,1.1,11000451,0,11000070,111,0,1,0,0,0,
11000455,鉴定师,10025000,102,135,4,1.1,11000451,0,11000070,111,0,1,0,0,0,
11000456,鉴定师,10022000,156,120,0,1.1,11000456,0,11000070,111,0,1,0,0,0,
11000457,鉴定师,10031000,119,115,6,1.1,11000451,0,11000070,111,0,1,0,0,0,
11000458,鉴定师,10014000,135,153,2,1.1,11000451,0,11000070,111,0,1,0,0,0,
11000459,艾米尔,10014012,127,207,4,1,11000459,0,11000154,111,0,1,0,0,0,
11000460,艾米尔,10014012,79,9,4,1,11000460,0,11000154,111,0,1,0,0,0,
11000461,行会商人,10014012,135,215,2,1.05,11000461,0,11000053,111,0,1,0,0,0,
11000462,卡特琳娜,10014012,136,214,3,1.3,11000462,0,11000138,111,0,1,0,0,0,
11000463,汤姆,10014012,119,224,5,1.1,11000463,0,11000091,111,0,1,0,0,0,
11000464,食品店老婆婆,10014012,120,217,6,1,11000464,0,11000125,111,0,1,0,0,0,
11000465,道具精制师,10014012,120,208,6,1.15,11000465,0,11000118,111,0,1,0,0,0,
11000466,北门守卫,10014012,134,194,2,1.1,11000466,0,11000133,111,0,1,0,0,0,
11000467,北门守卫,10014012,121,194,6,1.1,11000467,0,11000134,111,0,1,0,0,0,
11000468,艾米尔,10014022,127,207,4,1,11000468,0,11000154,111,0,1,0,0,0,
11000469,艾米尔,10014022,79,9,4,1,11000469,0,11000154,111,0,1,0,0,0,
11000470,行会商人,10014022,135,215,2,1.05,11000470,0,11000053,111,0,1,0,0,0,
11000471,卡特琳娜,10014022,136,214,3,1.3,11000471,0,11000138,111,0,1,0,0,0,
11000472,汤姆,10014022,119,224,5,1.1,11000472,0,11000091,111,0,1,0,0,0,
11000473,食品店老婆婆,10014022,120,217,6,1,11000473,0,11000125,111,0,1,0,0,0,
11000474,道具精制师,10014022,120,208,6,1.15,11000474,0,11000118,111,0,1,0,0,0,
11000475,北门守卫,10014022,134,194,2,1.1,11000475,0,11000133,111,0,1,0,0,0,
11000476,北门守卫,10014022,121,194,6,1.1,11000476,0,11000134,111,0,1,0,0,0,
11000477,艾米尔,10014032,127,207,4,1,11000477,0,11000154,111,0,1,0,0,0,
11000478,艾米尔,10014032,79,9,4,1,11000478,0,11000154,111,0,1,0,0,0,
11000479,行会商人,10014032,135,215,2,1.05,11000479,0,11000053,111,0,1,0,0,0,
11000480,卡特琳娜,10014032,136,214,3,1.3,11000480,0,11000138,111,0,1,0,0,0,
11000481,汤姆,10014032,119,224,5,1.1,11000481,0,11000091,111,0,1,0,0,0,
11000482,食品店老婆婆,10014032,120,217,6,1,11000482,0,11000125,111,0,1,0,0,0,
11000483,道具精制师,10014032,120,208,6,1.15,11000483,0,11000118,111,0,1,0,0,0,
11000484,北门守卫,10014032,134,194,2,1.1,11000484,0,11000133,111,0,1,0,0,0,
11000485,北门守卫,10014032,121,194,6,1.1,11000485,0,11000134,111,0,1,0,0,0,
11000486,艾米尔,10014042,127,207,4,1,11000486,0,11000154,111,0,1,0,0,0,
11000487,艾米尔,10014042,79,9,4,1,11000487,0,11000154,111,0,1,0,0,0,
11000488,行会商人,10014042,135,215,2,1.05,11000488,0,11000053,111,0,1,0,0,0,
11000489,卡特琳娜,10014042,136,214,3,1.3,11000489,0,11000138,111,0,1,0,0,0,
11000490,汤姆,10014042,119,224,5,1.1,11000490,0,11000091,111,0,1,0,0,0,
11000491,食品店老婆婆,10014042,120,217,6,1,11000491,0,11000125,111,0,1,0,0,0,
11000492,道具精制师,10014042,120,208,6,1.15,11000492,0,11000118,111,0,1,0,0,0,
11000493,北门守卫,10014042,134,194,2,1.1,11000493,0,11000133,111,0,1,0,0,0,
11000494,北门守卫,10014042,121,194,6,1.1,11000494,0,11000134,111,0,1,0,0,0,
11000495,艾米尔,10014052,127,207,4,1,11000495,0,11000154,111,0,1,0,0,0,
11000496,艾米尔,10014052,79,9,4,1,11000496,0,11000154,111,0,1,0,0,0,
11000497,行会商人,10014052,135,215,2,1.05,11000497,0,11000053,111,0,1,0,0,0,
11000498,卡特琳娜,10014052,136,214,3,1.3,11000498,0,11000138,111,0,1,0,0,0,
11000499,汤姆,10014052,119,224,5,1.1,11000499,0,11000091,111,0,1,0,0,0,
11000500,食品店老婆婆,10014052,120,217,6,1,11000500,0,11000125,111,0,1,0,0,0,
11000501,道具精制师,10014052,120,208,6,1.15,11000501,0,11000118,111,0,1,0,0,0,
11000502,北门守卫,10014052,134,194,2,1.1,11000502,0,11000133,111,0,1,0,0,0,
11000503,北门守卫,10014052,121,194,6,1.1,11000503,0,11000134,111,0,1,0,0,0,
11000504,泰达尼亚传送室主任,30140001,7,16,6,1,11000504,0,11000087,111,0,1,0,0,0,
11000505,泰达尼亚传送室主任,30140002,7,16,6,1,11000505,0,11000087,111,0,1,0,0,0,
11000506,多米尼翁传送室主任,30141001,7,16,6,1,11000506,0,11000088,111,0,1,0,0,0,
11000507,多米尼翁传送室主任,30141002,7,16,6,1,11000507,0,11000088,111,0,1,0,0,0,
11000508,萨法涅,10023000,201,129,6,1,11000508,0,11000508,111,0,1,0,0,0,
11000509,索罗,10023000,61,129,3,1,11000509,0,11000509,111,0,1,0,0,0,
11000510,见习铁匠阿鲁斯,10023000,129,201,0,1.15,11000510,0,11000510,111,0,1,0,0,0,
11000517,潜行者行会会员,10034000,37,115,6,1.1,11000517,0,11000517,111,0,1,0,0,0,
11000519,潜行者行会会员,10035000,59,174,0,1.1,11000519,0,11000517,111,0,1,0,0,0,
11000520,酒馆店员,10014002,136,224,2,1,11000520,0,11000438,111,0,1,0,0,0,
11000521,酒馆店员,10014012,136,224,2,1,11000521,0,11000438,111,0,1,0,0,0,
11000522,酒馆店员,10014022,136,224,2,1,11000522,0,11000438,111,0,1,0,0,0,
11000523,酒馆店员,10014032,136,224,2,1,11000523,0,11000438,111,0,1,0,0,0,
11000524,酒馆店员,10014042,136,224,2,1,11000524,0,11000438,111,0,1,0,0,0,
11000525,酒馆店员,10014052,136,224,2,1,11000525,0,11000438,111,0,1,0,0,0,
11000526,鉴定师,10014002,136,208,2,1.1,11000526,0,11000070,111,0,1,0,0,0,
11000527,鉴定师,10014012,136,208,2,1.1,11000527,0,11000070,111,0,1,0,0,0,
11000528,鉴定师,10014022,136,208,2,1.1,11000528,0,11000070,111,0,1,0,0,0,
11000529,鉴定师,10014032,136,208,2,1.1,11000529,0,11000070,111,0,1,0,0,0,
11000530,鉴定师,10014042,136,208,2,1.1,11000530,0,11000070,111,0,1,0,0,0,
11000531,鉴定师,10014052,136,208,2,1.1,11000531,0,11000070,111,0,1,0,0,0,
11000532,初心者向导,10023100,247,124,7,1.2,11000532,0,11000010,111,0,1,0,0,0,
11000533,初心者向导,10023200,8,131,3,1.2,11000533,0,11000010,111,0,1,0,0,0,
11000534,初心者向导,10023300,131,247,1,1.2,11000534,0,11000010,111,0,1,0,0,0,
11000535,初心者向导,10023400,124,8,5,1.2,11000535,0,11000010,111,0,1,0,0,0,
11000536,农场管理员,10017000,131,65,4,1,11000536,0,11000536,111,0,1,0,0,0,
11000537,农场管理员,10017001,131,65,4,1,11000537,0,11000536,111,0,1,0,0,0,
11000538,维尔迪加尔德,10067000,37,23,0,3,11000538,0,11000538,111,96,1,0,0,0,
11000539,D大师,10042000,80,133,0,1.1,11000539,0,11000517,111,0,1,0,0,0,
11000540,职员,20080000,8,25,6,1,11000407,0,11000405,111,0,1,0,0,0,
11000541,骑士团演习报名人员,20080007,25,25,0,1,11000541,0,11000033,111,0,1,0,0,0,
11000542,骑士团演习报名人员,20080008,25,25,0,1,11000542,0,11000034,111,0,1,0,0,0,
11000543,骑士团演习报名人员,20080009,25,25,0,1,11000543,0,11000035,111,0,1,0,0,0,
11000544,骑士团演习报名人员,20080010,25,25,0,1,11000544,0,11000036,111,0,1,0,0,0,
11000545,雅安,10063100,129,162,4,1,11000545,0,11000545,111,0,1,0,0,0,
11000546,收发部队,10066000,123,137,2,1,11000546,0,11000546,111,0,1,0,0,0,
11000547,艾恩萨乌斯警卫兵,10061000,139,24,6,1.1,11000547,0,11000347,111,0,1,0,0,0,
11000548,艾恩萨乌斯警卫兵,10061000,152,24,2,1,11000548,0,11000307,111,0,1,0,0,0,
11000549,派克,10061000,125,48,6,1,11000549,0,11000296,111,0,1,0,0,0,
11000550,复活战士,10061000,138,49,4,1.1,11000550,0,11000347,111,0,1,0,0,0,
11000551,赫伊尔,10061000,150,43,3,1,11000551,0,11000198,111,0,1,0,0,0,
11000552,阿尔,10064000,20,6,6,1,11000552,0,11000552,111,0,1,0,0,0,
11000553,费积,10063100,116,61,0,1,11000553,0,11000126,111,0,1,0,0,0,
11000554,复活战士,10063100,132,153,0,1.1,11000554,0,11000348,111,0,1,0,0,0,
11000555,摩尔,10066000,82,129,4,1,11000555,0,11000100,111,0,1,0,0,0,
11000556,弗朗兹,30077000,8,2,4,1,11000556,0,11000556,111,0,1,0,0,0,
11000557,大工场老板,30081000,3,9,6,1,11000557,0,11000299,111,0,1,0,0,0,
11000558,操作员何塞,30081000,5,4,4,1,11000558,0,11000296,111,0,1,0,0,0,
11000559,操作员贝伊特,20020000,108,250,3,1,11000559,0,11000297,111,0,1,0,0,0,
11000560,操作员穆恩西亚,20020000,148,98,7,1,11000560,0,11000509,111,0,1,0,0,0,
11000561,操作员拉鲁,20020000,100,110,7,1,11000561,0,11000509,111,0,1,0,0,0,
11000562,操作员穆恩德,20020000,137,51,0,1,11000562,0,11000296,111,0,1,0,0,0,
11000563,艾恩萨乌斯警卫兵,20020000,97,13,6,1,11000563,0,11000347,111,0,1,0,0,0,
11000564,艾恩萨乌斯警卫兵,20020000,97,18,6,1,11000564,0,11000307,111,0,1,0,0,0,
11000565,艾恩萨乌斯警卫兵,20020000,158,18,2,1,11000565,0,11000307,111,0,1,0,0,0,
11000566,艾恩萨乌斯警卫兵,20020000,158,13,2,1,11000566,0,11000347,111,0,1,0,0,0,
11000567,艾恩萨乌斯警卫兵,20020000,79,250,6,1,11000567,0,11000347,111,0,1,0,0,0,
11000568,艾恩萨乌斯警卫兵,20020000,79,245,6,1,11000568,0,11000307,111,0,1,0,0,0,
11000569,艾恩萨乌斯警卫兵,20020000,176,245,2,1,11000569,0,11000307,111,0,1,0,0,0,
11000570,艾恩萨乌斯警卫兵,20020000,176,250,2,1,11000570,0,11000347,111,0,1,0,0,0,
11000571,食品店老婆婆,10066000,129,108,4,1,11000571,0,11000122,111,0,1,0,0,0,
11000572,露店商人,10066000,130,99,0,1,11000572,0,11000008,111,0,1,0,0,0,
11000573,卖花的少女,10063100,47,170,0,1,11000573,0,11000573,111,0,1,0,0,0,
11000574,火焰凤凰,20022000,102,23,0,1,11000574,0,10021700,111,0,1,0,0,0,
11000575,火焰凤凰,20022000,104,24,0,1,11000575,0,10021700,111,0,1,0,0,0,
11000576,火焰凤凰,20022000,106,23,0,1,11000576,0,10021700,111,0,1,0,0,0,
11000577,烈焰蜥蜴,10064000,162,119,4,1,11000577,0,11000260,111,0,1,0,0,0,
11000578,接待员伊丽莎伯,30078000,10,10,0,1,11000578,0,11000043,111,0,1,0,0,0,
11000579,议会职员,30078000,4,1,0,1,11000579,0,11000287,111,0,1,0,0,0,
11000580,议会职员,30078000,16,1,0,1,11000580,0,11000287,111,0,1,0,0,0,
11000581,忙碌的古尔多,30010005,4,1,4,1,11000581,0,11000299,111,0,1,0,0,0,
11000582,冻僵的古尔多,30170001,4,2,0,1,11000582,0,11000299,111,0,1,0,0,0,
11000583,温柔的古尔多,30020004,1,5,6,1,11000583,0,11000299,111,0,1,0,0,0,
11000584,认真的古尔多,30077001,9,2,4,1,11000584,0,11000299,111,0,1,0,0,0,
11000585,多嘴的古尔多,30113001,10,17,4,1,11000585,0,11000299,111,0,1,0,0,0,
11000586,瓦雷利亚的哥哥,30010005,1,0,7,1,11000586,0,11000198,111,0,1,0,0,0,
11000587,伊华,30170001,2,2,0,1.02,11000587,0,11000198,111,0,1,0,0,0,
11000588,小鬼嘉布利,30020004,2,2,0,1.1,11000588,0,11000049,111,0,1,0,0,0,
11000589,弗朗兹,30077001,8,2,4,1,11000589,0,11000556,111,0,1,0,0,0,
11000590,行会宫殿向导,30113001,10,16,7,1,11000590,0,11000013,111,0,1,0,0,0,
11000591,宫木老师,30010004,1,3,2,1,11000591,0,11000070,111,0,1,0,0,0,
11000592,美绪,10064000,51,229,3,1,11000592,0,11000592,111,0,1,0,0,0,
11000593,佐恩,30020004,0,2,6,1,11000593,0,11000331,501,0,1,0,0,0,
11000594,哈奇,30020004,5,5,4,1,11000594,0,11000331,111,0,1,0,0,0,
11000595,萨布,30020004,2,5,4,1,11000595,0,11000331,500,0,1,0,0,0,
11000596,波奇,30020004,3,0,0,1,11000596,0,11000331,501,0,1,0,0,0,
11000597,泰塔斯,30140003,7,16,6,1,11000597,0,11000157,111,0,1,0,0,0,
11000598,蒂塔,30140003,13,16,2,1,11000598,0,11000158,111,0,1,0,0,0,
11000618,行会商人,10023000,110,65,6,1.05,11000050,0,11000051,111,0,1,0,0,0,
11000619,行会商人,10024000,141,168,0,1.05,11000050,0,11000051,111,0,1,0,0,0,
11000624,行会商人,10023100,239,133,4,1.05,11000050,0,11000051,111,0,1,0,0,0,
11000625,行会商人,10023200,16,122,0,1.05,11000050,0,11000051,111,0,1,0,0,0,
11000626,行会商人,10023300,122,240,6,1.05,11000050,0,11000051,111,0,1,0,0,0,
11000627,行会商人,10023400,133,16,2,1.05,11000050,0,11000051,111,0,1,0,0,0,
11000628,普林,20080011,25,25,0,1,11000628,0,11000628,111,0,1,0,0,0,
11000629,冰精灵,30010002,4,1,7,1,11000629,0,10019300,111,0,1,0,0,0,
11000630,鱼人,30010002,5,4,4,1,11000630,0,10019400,111,0,1,0,0,0,
11000631,矿石精灵,30010002,6,1,1,1,11000631,0,10011500,111,0,1,0,0,0,
11000632,里德·玛鲁恩,20021000,215,239,4,1,11000632,0,11000296,111,0,1,0,0,0,
11000635,绿盾军士兵,10056000,23,87,4,1.2,11000635,0,11000635,111,0,1,0,0,0,
11000636,绿盾军汪汪,10056000,22,87,4,1,11000636,0,11000331,500,0,1,0,0,0,
11000637,贪吃鬼库洛,10056000,44,96,4,1.3,11000637,0,11000135,111,0,1,0,0,0,
11000638,『温暖好天气』旅馆的店主,10056000,40,93,4,1.1,11000638,0,11000638,111,0,1,0,0,0,
11000639,绿盾军士兵,10056000,205,5,0,1.2,11000639,0,11000635,111,0,1,0,0,0,
11000640,塔罗,10056000,36,94,4,1,11000640,0,11000337,500,0,1,0,0,0,
11000641,食品店老婆婆,10056000,44,89,2,1,11000641,0,11000641,111,0,1,0,0,0,
11000642,法伊斯特小姐,10056000,24,79,1,1,11000642,0,11000642,111,0,1,0,0,0,
11000643,法伊斯特老师,10056000,24,84,3,1,11000643,0,11000643,111,0,1,0,0,0,
11000644,西部警卫犬,10057000,3,136,0,1,11000644,0,11000331,500,0,1,0,0,0,
11000645,西部警卫兵,10057000,3,143,4,1.2,11000645,0,11000635,111,0,1,0,0,0,
11000646,北部警卫犬,10057000,171,3,2,1,11000646,0,11000331,500,0,1,0,0,0,
11000647,北部警卫兵,10057000,164,3,6,1.2,11000647,0,11000635,111,0,1,0,0,0,
11000648,南部警卫犬,10057000,132,252,6,1,11000648,0,11000337,500,0,1,0,0,0,
11000649,南部警卫兵,10057000,139,252,2,1.2,11000649,0,11000635,111,0,1,0,0,0,
11000650,绿盾军犬兵,10057000,23,107,4,1.2,11000650,0,11000635,111,0,1,0,0,0,
11000651,绿色盾军见习生A,10057000,22,105,0,1,11000651,0,11000331,500,0,1,0,0,0,
11000652,绿色盾军见习生B,10057000,23,105,0,1,11000651,0,11000337,500,0,1,0,0,0,
