#npc2はガンホー社で管理をしています。ＨＬ側で勝手に触らないように注意！！！,,,,,,,,,,,,,,,,
#海外系のNPCに関しては、HL側で空いている位置に追加して欲しい、との話があったので、専用のID系列を設けました。（081126）,,,,,,,,,,,,,,,,
#, 韓国用,…18010000系列,,,,,,,,,,,,,,
#, タイ用,…18020000系列,,,,,,,,,,,,,,
#, 香港＆台湾用,…18030000系列,,,,,,,,,,,,,,
#, インドネシア用,…18040000系列,,,,,,,,,,,,,,
#, シンガポール用,…18050000系列,,,,,,,,,,,,,,
#, 中国用,…18060000系列,,,,,,,,,,,,,,
#以下、国が増えるごとに+10000して行ってください。,,,,,,,,,,,,,,,,
#（※ 081126以前に追加したNPCに関しては、上記のルールに従っていません。）,,,,,,,,,,,,,,,,
#ただし、海外系を追加した場合、データを送る際にNPCのIDも併せて伝えてください。,,,,,,,,,,,,,,,,
#NPCID,NAME,MAPID,座標Ｘ,座標Ｙ,方向,scale,ＥＶＥＮＴＩＤ,NOTOUCH,ＰＩＣＴＩＤ,初期モーション,透明度(0~255)この値を 0 以外にすると重くなるので注意してください,デフォルト表示,円形影の描画,FLAG,NPC表示設定,
#10000000,,0,,,,,,,,,,,,,,
#18000918,守護魔 ロウゲツ,50209000,13,21,1,1,18000918,0,18000584,553,0,2,0,9.00E+89,0,
#18000919,北門守衛,10071000,37,195,4,1,18000919,0,10000033,111,0,2,0,9.00E+87,1,
#18000920,トルテ,10071000,26,36,5,1,18000920,0,18000631,111,0,2,0,9.00E+87,1,
#18000921,天戒,10071000,218,102,1,1,18000921,0,11002995,111,0,2,0,9.00E+87,1,
#18000922,ドリス,10071000,52,211,3,1,18000922,0,18000663,111,0,2,0,9.00E+87,1,
#18000923,ダーデン,10071000,52,209,1,1,18000923,0,18000662,111,0,2,0,9.00E+87,1,
#18000924,かあちゃん,10071000,60,56,4,1,18000924,0,16100000,111,0,2,0,9.00E+87,1,
#18000925,大商人ウォルデ,10071000,175,176,4,1.2,18000925,0,11000299,111,0,2,0,9.00E+87,1,
#18000926,ビニールプール,10071000,234,214,1,1,18000926,0,41115700,622,0,2,0,9.00E+87,1,
#18000927,フシギ団幹部のパケル,10071000,159,87,6,0.8,18000927,0,18000778,111,0,2,0,9.00E+87,1,
#18000928,助手のポロン,10071000,158,87,7,1,18000928,0,18000777,111,0,2,0,9.00E+87,1,
#18000929,悩める芸術家,10071000,38,100,2,1,18000929,0,18000786,111,0,2,0,9.00E+87,1,
#18000930,魔法使い風の人物,10071000,83,129,0,1,18000930,0,18000823,111,0,2,0,9.00E+87,1,
#18000931,ＤＥＭの冒険家,10071000,19,102,2,1,18000931,0,18000882,111,0,2,0,9.00E+87,1,
#,,,,,,,,,,,,,,,,
#18000933,お土産ダンプティー,10024000,127,74,4,1,18000933,0,26180000,111,0,1,0,0,0,
#18000934,ファッションタイニー,30220000,30,30,0,1,18000934,0,11000724,111,0,1,0,0,0,
#アルマたちと絆の樹（通年利用）,,,,,,,,,,,,,,,,
18000935,　,50209000,12,12,0,1.5,18000935,0,41166000,111,0,1,0,0,0,#「絆の樹」完成体。
#イリスと記憶の書架（通年利用）,,,,,,,,,,,,,,,,
#18000936,？？？,,,,,,,,,,,,,,,#立ち絵用
18000937,受付嬢,50215000,13,26,6,0.89,18000937,0,18001401,111,0,1,0,0,1,
18000938,　,50216000,13,19,5,1,18000938,0,41163400,111,0,2,0,8.00E+12,1,#１月ロア表示用
18000939,　,50216000,11,17,5,1,18000939,0,41163400,111,0,2,0,8.00E+13,1,#２月ロア表示用
18000940,　,50216000,10,15,6,1,18000940,0,41163400,111,0,2,0,8.00E+14,1,#３月ロア表示用
18000941,　,50216000,11,13,7,1,18000941,0,41163400,111,0,2,0,8.00E+15,1,#４月ロア表示用
18000942,　,50216000,13,11,7,1,18000942,0,41163400,111,0,2,0,8.00E+16,1,#５月ロア表示用
18000943,　,50216000,15,10,0,1,18000943,0,41163400,111,0,2,0,8.00E+17,1,#６月ロア表示用
18000944,　,50216000,17,11,1,1,18000944,0,41163400,111,0,2,0,8.00E+18,1,#７月ロア表示用
18000945,　,50216000,19,13,1,1,18000945,0,41163400,111,0,2,0,8.00E+19,1,#８月ロア表示用
18000946,　,50216000,20,15,2,1,18000946,0,41163400,111,0,2,0,8.00E+20,1,#９月ロア表示用
18000947,　,50216000,19,17,3,1,18000947,0,41163400,111,0,2,0,8.00E+21,1,#１０月ロア表示用
18000948,　,50216000,17,19,3,1,18000948,0,41163400,111,0,2,0,8.00E+22,1,#１１月ロア表示用
18000949,　,50216000,15,20,4,1,18000949,0,41163400,111,0,2,0,8.00E+23,1,#１２月ロア表示用
18000950,　,50216000,15,15,0,1,18000950,1,18000950,112,0,2,0,5.00E+95,0,#キーオブジェクト（N）
18000951,　,50215000,14,9,0,1,18000951,0,16440000,111,0,2,0,8.00E+12,1,#１月二期アルマ表示用
18000952,　,50215000,19,9,1,1,18000952,0,16480000,111,0,2,0,8.00E+13,1,#２月二期アルマ表示用
18000953,　,50215000,27,19,1,1,18000953,0,16560000,111,0,2,0,8.00E+14,1,#３月二期アルマ表示用
18000954,　,50215000,27,24,4,1,18000954,0,16610000,111,0,2,0,8.00E+15,1,#４月二期アルマ表示用
18000955,　,50215000,14,15,7,1,18000955,0,16670000,111,0,2,0,8.00E+16,1,#５月二期アルマ表示用
18000956,　,50215000,10,11,7,1,18000956,0,16880000,111,0,2,0,8.00E+17,1,#６月二期アルマ表示用
18000957,　,50215000,10,30,4,1,18000957,0,16940000,111,0,2,0,8.00E+18,1,#７月二期アルマ表示用
18000958,　,50215000,8,30,5,1,18000958,0,16990000,111,0,2,0,8.00E+19,1,#８月二期アルマ表示用
18000959,　,50215000,6,28,1,1,18000959,0,17010000,111,0,2,0,8.00E+20,1,#９月二期アルマ表示用
18000960,　,50215000,9,21,7,1,18000960,0,17060000,111,0,2,0,8.00E+21,1,#１０月二期アルマ表示用
18000961,　,50215000,11,20,7,1.07,18000961,0,17110000,111,0,2,0,8.00E+22,1,#１１月二期アルマ表示用
18000962,　,50215000,13,18,6,1,18000962,0,17190000,111,0,2,0,8.00E+23,1,#１２月二期アルマ表示用
18000963,　,50215000,15,35,4,1,18000963,1,18000359,111,0,2,0,8.00E+30,1,#演出用透明NPC：１
18000964,　,50215000,16,35,4,1,18000964,1,18000359,111,0,2,0,8.00E+30,1,#演出用透明NPC：２
18000965,　,50215000,17,35,4,1,18000965,1,18000359,111,0,2,0,8.00E+30,1,#演出用透明NPC：３
#18000966,　,,,,,,,,,,,,,,,#セルイベント用
18000967,　,50215000,5,27,0,1,18000966,1,41142900,111,0,1,0,0,0,#野菜籠
18000968,　,50215000,9,22,0,1,18000968,1,41061500,111,0,1,0,0,0,#積み本（少）
18000969,　,50215000,10,20,0,1,18000969,1,41062600,111,0,1,0,0,0,#大きな書架（両面）
18000970,　,50215000,12,18,7,1,18000970,1,41061600,111,0,1,0,0,0,#積み本（多）
18000971,　,50215000,16,4,0,1,18000971,1,41130001,111,0,1,0,0,0,#じゅうたん小（ゴージャス）
18000972,　,50215000,13,4,0,1,18000972,1,41100100,111,0,1,0,0,0,#プランター
18000973,　,50215000,14,6,0,1,18000973,1,41100100,111,0,1,0,0,0,#プランター
18000974,　,50215000,18,6,0,1,18000974,1,41100100,111,0,1,0,0,0,#プランター
18000975,　,50215000,19,4,0,1,18000975,1,41100100,111,0,1,0,0,0,#プランター
#イリスと記憶の書架（1章）,,,,,,,,,,,,,,,,
#18000976,悩める冒険者ブラム,10023000,109,130,7,1,18000976,0,18000976,111,0,1,0,0,0,
#18000977,　,50215000,22,33,1,1,18000977,0,16440000,111,0,2,0,8.00E+43,0,
#18000978,　,10024000,53,134,6,1,18000978,0,16440000,111,0,1,0,0,0,
#18000979,悩める冒険者ブラム,10024000,180,133,4,1,18000979,0,18000976,111,0,2,0,8.00E+31,1,
#18000980,　,10024000,90,199,3,1,18000980,1,18000359,111,0,2,0,8.00E+32,1,
#18000981,悩める冒険者ブラム,30181000,9,8,0,1,18000981,0,18000976,111,0,2,0,8.00E+33,1,
#18000982,エンジェルフェザー,30183000,6,11,0,1,18000982,0,16440000,111,0,2,0,8.00E+33,1,
#18000983,　,30196000,12,0,0,1,18000983,0,16420000,111,0,2,0,8.00E+34,1,
#18000984,　,30196000,8,13,4,1,18000984,1,18000359,111,0,2,0,8.00E+34,1,
#18000985,　,30196000,15,13,4,1,18000985,1,18000359,111,0,2,0,8.00E+34,1,
#18000986,セル判定用,,,,,,,,,,,,,,,
#18000987,シュリュッセル,10023000,119,137,0,0.9,18000987,0,18000987,111,0,1,0,0,0,
#18000988,悩める冒険者ブラム,50215000,16,27,2,1,18000988,0,18000976,111,0,2,0,8.00E+43,0,
#アルマたちと絆の樹（後処理用）,,,,,,,,,,,,,,,,
#18000989,アミス,10023000,94,135,6,1,18000989,0,18000610,111,0,1,0,0,0,
#イリスと記憶の書架（通年利用）,,,,,,,,,,,,,,,,
18000990,　,50216000,15,15,0,1,18000990,1,18000990,622,0,2,0,5.00E+47,1,#キーオブジェクト（L）
18000991,　,50216000,15,15,0,1,18000991,1,18000991,622,0,2,0,5.00E+48,1,#キーオブジェクト（C）
#イリスと記憶の書架（2章）,,,,,,,,,,,,,,,,
#18000992,　,50215000,22,33,1,1,18000992,0,16480000,111,0,2,0,8.00E+57,0,
#18000993,　,10024000,53,134,6,1,18000993,0,16480000,111,0,1,0,0,0,
#18000994,悩めるザッハ,10060000,224,180,7,1,18000994,0,18000994,111,0,2,0,8.00E+36,1,
#18000995,モーモー アルマ,10060000,225,179,7,1,18000995,0,16480000,111,0,2,0,8.00E+68,1,
#18000996,　,10060000,234,183,2,1,18000996,1,18000359,111,0,2,0,8.00E+36,1,
#18000997,悩めるザッハ,10060000,142,142,7,1,18000997,0,18000994,111,0,2,0,8.00E+69,1,
#18000998,清姫,10060000,143,145,5,1,18000998,0,16470000,111,0,2,0,8.00E+69,1,
#18000999,清姫,10060000,84,144,5,1,18000999,0,16470000,111,0,2,0,8.00E+70,1,
#18001000,悩めるザッハ,10060000,27,144,0,1,18001000,0,18000994,111,0,2,0,8.00E+71,1,
#18001001,清姫,10060000,30,146,3,1,18001001,0,16470000,111,0,2,0,8.00E+71,1,
#18001002,　,10060000,44,143,2,1,18001002,1,18000359,111,0,2,0,8.00E+71,1,
#18001003,受付嬢,50216000,13,21,5,0.89,18001003,0,18001003,111,0,2,0,8.00E+72,1,
#18001004,清姫,50216000,16,21,4,1,18001004,0,16470000,111,0,2,0,8.00E+72,1,
#18001005,悩めるザッハ,50215000,16,27,2,1,18001005,0,18000994,111,0,2,0,8.00E+35,1,
#18001006,セル判定用,,,,,,,,,,,,,,,
#みんつく用NPC,,,,,,,,,,,,,,,,
18001007,ネコマタ好きのお姉さん,10071000,55,209,5,1,18001007,0,18001007,111,0,1,0,0,0,
#イリスと記憶の書架（2章）,,,,,,,,,,,,,,,,
#18001008,悩めるザッハ,10023000,109,130,7,1,18001008,0,18000994,111,0,1,0,0,0,
#18001009,トルテ（PICTID確保用）,,,,,,,,,,,,,,,
#イリスと記憶の書架（3章）,,,,,,,,,,,,,,,,
#18001010,悩めるマリオン,10023000,109,130,7,1,18001010,0,18001010,111,0,1,0,0,0,
#18001011,悩めるマリオン,50215000,16,27,2,1,18001011,0,18001010,111,0,2,0,8.00E+73,1,
#18001012,　,50215000,22,33,1,1,18001012,0,16560000,111,0,2,0,7.00E+30,0,
#18001013,悩めるマリオン,10057000,159,100,0,1,18001013,0,18001010,111,0,2,0,8.00E+74,1,
#18001014,　,10057000,153,156,3,1,18001014,0,16560000,111,0,2,0,8.00E+75,1,
#18001015,　,50215000,16,27,2,1,18001015,0,16560000,111,0,2,0,8.00E+78,1,
#18001016,　,10057000,156,98,7,1,18001016,1,18000359,111,0,2,0,8.00E+77,1,
#18001017,　,10057000,156,100,4,1,18001017,1,18000359,111,0,2,0,8.00E+77,1,
#18001018,　,10057000,156,101,4,0.6,18001018,1,18000359,111,0,2,0,8.00E+77,1,
#18001019,受付嬢3月（PICTID確保用）,,,,,,,,,,,,,,,
#18001020,　,10024000,53,134,6,1,18001020,0,16560000,111,0,1,0,0,0,
#イリスと記憶の書架（通年利用）,,,,,,,,,,,,,,,,
18001021,　,50215000,13,8,0,1,18001021,0,41168000,111,0,1,0,0,0,
18001022,　,50215000,27,3,1,1,18001022,0,41165300,111,0,1,0,0,0,
#18001023,　,50215000,10,4,0,1,18001023,0,41081500,111,0,1,0,0,0,#詳細確定していないのでIDのみ確保（20130214）
#イリスと記憶の書架（4章）,,,,,,,,,,,,,,,,
#18001024,悩めるトト,10023000,109,130,7,1,18001024,0,18001024,111,0,1,0,0,0,
#18001025,悩めるトト,50215000,16,27,2,1,18001025,0,18001024,111,0,2,0,8.00E+76,1,
#18001026,　,50215000,22,33,1,1,18001026,0,16610000,111,0,2,0,8.00E+59,0,
#18001027,受付嬢4月（PICTID確保用）,,,,,,,,,,,,,,,
#18001028,　,10024000,53,134,6,1,18001028,0,16610000,111,0,1,0,0,0,
#18001029,　,10062000,189,54,7,1,18001029,0,16610000,111,0,2,0,8.00E+79,1,
#18001030,　,10062000,196,130,4,1,18001030,0,41063200,111,0,2,0,8.00E+80,1,
#18001031,　,10062000,132,59,0,1,18001031,0,41063200,111,0,2,0,8.00E+81,1,
#18001032,　,10062000,88,130,0,1,18001032,0,41063200,111,0,2,0,8.00E+82,1,
#18001033,　,10062000,71,207,0,1,18001033,0,16590000,111,0,2,0,8.00E+83,1,
#18001034,　,10062000,170,110,0,1,18001034,1,18000359,111,0,2,0,8.00E+30,1,
#18001035,　,10062000,170,110,0,1,18001035,1,18000359,111,0,2,0,8.00E+30,1,
#18001036,　,10062000,170,110,0,1,18001036,1,18000359,111,0,2,0,8.00E+30,1,
#18001037,　,10062000,170,110,0,1,18001037,1,18000359,111,0,2,0,8.00E+30,1,
#18001038,　,10062000,170,110,0,1,18001038,1,18000359,111,0,2,0,8.00E+30,1,
#18001039,　,10062000,194,52,1,0.6,18001039,1,41063200,111,0,1,0,0,0,
#18001040,　,10062000,136,194,3,0.6,18001040,1,41063200,111,0,1,0,0,0,
#18001041,　,10062000,146,175,3,0.6,18001041,1,41063200,111,0,1,0,0,0,
#18001042,　,10062000,100,95,6,0.6,18001042,1,41063200,111,0,1,0,0,0,
#18001043,　,10062000,82,76,4,0.6,18001043,1,41063200,111,0,1,0,0,0,
#18001044,　,10062000,46,162,6,0.6,18001044,1,41063200,111,0,1,0,0,0,
#ＤＥＭチュートリアル改修１,,,,,,,,,,,,,,,,
18001045,ラヴィエッタ,10024000,130,151,6,1,18001045,0,18001045,111,0,2,0,7.00E+50,1,
18001046,ラヴィエッタ,10024000,173,77,5,1,18001046,0,18001045,111,0,2,0,7.00E+51,1,
18001047,ラヴィエッタ,10024000,157,156,7,1,18001047,0,18001045,111,0,2,0,7.00E+53,1,
18001048,ラヴィエッタ,10023000,190,129,1,1,18001048,0,18001045,111,0,2,0,7.00E+52,1,
#2013年度エイプリルフール用NPC,,,,,,,,,,,,,,,,
#18001051,ヘビメタイニー,10071000,26,102,6,1,18001051,0,11000723,111,0,2,0,7.00E+54,1,
#18001052,寺田教授,10071000,22,103,6,1,18001052,0,18001052,570,0,2,0,7.00E+54,1,
#18001053,ブリキング榊田,10071000,24,104,6,1,18001053,0,18001053,435,0,2,0,7.00E+54,1,
#18001054,Ｔｈｉｅｆ－Ｃ,10071000,18,102,6,1,18001054,0,18001054,190,0,2,0,7.00E+54,1,
#18001055,ＫＹ鋼鉄,10071000,23,98,6,1,18001055,0,18001055,435,0,2,0,7.00E+54,1,
#18001056,まっちゃん,10071000,23,106,6,1,18001056,0,18001056,435,0,2,0,7.00E+54,1,
#18001057,市野ルギア（ギターが本体）,10071000,24,100,6,1,18001057,0,18001057,435,0,2,0,7.00E+54,1,
#18001058,ミス ユースケ,10071000,22,101,6,1,18001058,0,18001058,570,0,2,0,7.00E+54,1,
#18001059,　,10071000,19,103,6,1,18001059,1,41139300,622,0,2,0,7.00E+54,1,#スピーカー
#18001060,　,10071000,19,101,6,1,18001060,1,41139300,622,0,2,0,7.00E+54,1,#スピーカー
#18001061,　,10071000,21,107,6,2,18001061,1,41139300,622,0,2,0,7.00E+54,1,#スケール変更スピーカー
#18001062,　,10071000,21,97,6,2,18001062,1,41139300,622,0,2,0,7.00E+54,1,#スケール変更スピーカー
#18001063,　,10071000,21,105,6,1,18001063,1,41115800,622,0,2,0,7.00E+54,1,#スモーク発生器
#18001064,　,10071000,21,99,6,1,18001064,1,41115800,622,0,2,0,7.00E+54,1,#スモーク発生器
#18001065,　,10071000,18,102,6,1,18001065,1,41137800,111,0,2,0,7.00E+54,1,#ドラムセット
#イリスと記憶の書架（5章）,,,,,,,,,,,,,,,,
#18001066,悩めるロバート,10023000,109,130,7,1,18001066,0,18001066,111,0,1,0,0,0,
#18001067,悩めるロバート,50215000,16,27,2,1,18001067,0,18001066,111,0,2,0,8.00E+84,1,
#18001068,　,50215000,16,27,2,1,18001068,0,16650000,111,0,2,0,8.00E+88,1,
#18001069,　,50215000,22,33,1,1,18001069,0,16670000,111,0,2,0,8.00E+60,0,
#18001070,受付嬢5月（PICTID確保用）,,,,,,,,,,,,,,,
#18001071,　,10024000,53,134,6,1,18001071,0,16670000,111,0,1,0,0,0,
#18001072,悩めるロバート,10044000,103,136,0,1,18001072,0,18001066,111,0,2,0,8.00E+85,1,
#18001073,　,10044000,67,225,7,1,18001073,0,16650000,111,0,2,0,8.00E+86,1,
#18001074,　,10044000,69,227,3,1,18001074,1,18000359,111,0,2,0,8.00E+30,1,
#18001075,　,10044000,67,228,4,1,18001075,1,18000359,111,0,2,0,8.00E+30,1,
#18001076,　,10044000,65,227,5,1,18001076,1,18000359,111,0,2,0,8.00E+30,1,
#18001077,　,10044000,105,138,2,1,18001077,1,18000359,111,0,2,0,8.00E+30,1,
#18001078,　,10071000,20,110,4,1,18001078,0,16650000,111,0,2,0,8.00E+87,1,
#18001079,　,10071000,237,86,6,1,18001079,0,16670000,111,0,2,0,8.00E+87,1,
#イリスと記憶の書架（通年利用）,,,,,,,,,,,,,,,,
18001080,　,50215000,27,20,2,1,18001080,0,41103800,111,0,1,0,0,0,
18001081,　,50215000,26,25,2,1,18001081,0,41168704,111,0,1,0,0,0,
#ＤＥＭチュートリアル改修２,,,,,,,,,,,,,,,,
18001082,ラヴィエッタ,50072000,11,4,7,1,18001082,0,18001045,111,0,2,0,7.00E+61,1,
#ELG用,,,,,,,,,,,,,,,,
18001083,セレーネ,10023000,127,143,0,0.8,18001083,0,18001083,111,0,2,0,7.00E+77,1,
18001084,セレーネ,10024000,206,121,3,0.8,18001084,0,18001083,111,0,2,0,7.00E+78,1,
18001085,セレーネ,30010000,3,1,0,0.8,18001085,0,18001083,111,0,2,0,7.00E+79,1,
#18001086,,-1,0,0,0,1,18001086,0,18001086,111,0,1,0,0,0,#夢の中のティタ（キャラクター作成時）
#18001087,,-1,0,0,0,1,18001087,0,18001087,111,0,1,0,0,0,#アクロポリスシティ通路のセル判定1
#18001088,,-1,0,0,0,1,18001088,0,18001088,111,0,1,0,0,0,#アクロポリスシティ通路のセル判定2
#18001089,,-1,0,0,0,1,18001089,0,18001089,111,0,1,0,0,0,#アクロポリスシティ通路のセル判定3
#18001090,,-1,0,0,0,1,18001090,0,18001090,111,0,1,0,0,0,#廃墟のティタ
#18001091,,-1,0,0,0,1,18001091,0,18001091,111,0,1,0,0,0,#夢の中のティタ（プレチュートリアル終了後）
#18001092,,-1,0,0,0,1,18001092,0,18001092,111,0,1,0,0,0,#タイニーアイランドのタイニー
#18001093,,-1,0,0,0,1,18001093,0,18001093,111,0,1,0,0,0,#タイニーアイランドの酒屋店員
#18001094,,-1,0,0,0,1,18001094,0,18001094,111,0,1,0,0,0,#タイニーアイランドのギルド商人
#18001095,,-1,0,0,0,1,18001095,0,18001095,111,0,1,0,0,0,#タイニーアイランドのアイテム製錬師
#18001096,　,,,,,,,,,,,,,,,#立ち絵用
#18001097,,-1,0,0,0,1,18001095,0,18001095,111,0,1,0,0,0,#キャラクター作成時のセル
#18001098,ダンプティー,10071000,244,79,0,1,18001098,0,26180000,111,0,1,0,0,0,
#イリスと記憶の書架（6章）,,,,,,,,,,,,,,,,
#18001100,悩めるシエル,10023000,109,130,7,1,18001100,0,18001100,111,0,2,0,8.00E+61,0,
#18001101,悩めるシエル,50215000,16,27,2,1,18001101,0,18001100,111,0,2,0,8.00E+89,1,
#18001102,　,50215000,22,33,1,1,18001102,0,16880000,111,0,2,0,8.00E+61,0,
#18001103,受付嬢6月（PICTID確保用）,,,,,,,,,,,,,,,
#18001104,　,10024000,53,134,6,1,18001104,0,16880000,111,0,1,0,0,0,
#18001105,悩めるシエル,10063100,127,161,6,1,18001105,0,18001100,111,0,2,0,8.00E+90,1,
#18001106,　,10063100,136,156,6,1,18001106,0,16880000,111,0,2,0,8.00E+90,1,
#18001107,悩めるシエル,10066000,157,62,1,1,18001107,0,18001100,111,0,2,0,8.00E+91,1,
#18001108,　,10066000,154,62,7,1,18001108,0,16880000,111,0,2,0,8.00E+91,1,
#18001109,　,10066000,130,108,2,1,18001109,0,16860000,111,0,2,0,8.00E+93,1,
#18001110,　,10066000,100,58,2,1,18001110,0,16860000,111,0,2,0,8.00E+94,1,
#18001111,　,10066000,113,103,6,1,18001111,0,16860000,400,0,2,0,8.00E+95,1,
#18001112,　,30082000,11,8,0,1,18001112,0,16880000,111,0,2,0,8.00E+92,1,
#18001113,　,30082000,9,10,7,1,18001113,0,16860000,111,0,2,0,8.00E+92,1,
#ＤＥＭチュートリアル改修３,,,,,,,,,,,,,,,,
18001114,ラヴィエッタ,10024000,157,156,7,1,18001114,0,18001045,111,0,2,0,0f08,1,
18001115,ティグレット,10001000,92,11,1,1,18001115,0,18001115,111,0,2,0,6.00E+54,1,
18001116,ティグレット,10049000,148,247,1,1,18001116,0,18001115,111,0,2,0,6.00E+53,1,
18001117,ティグレット,10065000,61,185,7,1,18001117,0,18001115,111,0,2,0,6.00E+52,1,
#DEMカスタマイズ出張所用NPC,,,,,,,,,,,,,,,,
18001118,ＤＥＭ研究員,10065000,62,185,1,1,18001118,0,18001118,111,0,1,0,0,0,
18001119,ＤＥＭ研究員,10063100,120,164,6,1,18001119,0,18001119,111,0,1,0,0,0,
18001120,ＤＥＭ研究員,10066000,130,146,4,1,18001120,0,18001120,111,0,1,0,0,0,
18001121,ＤＥＭ研究員,10057000,134,110,5,1,18001121,0,18001121,111,0,1,0,0,0,
18001122,ＤＥＭ研究員,10060000,150,159,1,1,18001122,0,18001122,111,0,1,0,0,0,
18001123,ＤＥＭ研究員,10060000,125,77,7,1,18001123,0,18001123,111,0,1,0,0,0,
18001124,ＤＥＭ研究員,10059000,103,54,2,1,18001124,0,18001124,111,0,1,0,0,0,
#イリスと記憶の書架（6章）,,,,,,,,,,,,,,,,
#18001125,　,10066000,100,57,3,1,18001125,1,18000359,111,0,2,0,8.00E+30,1,
#18001126,　,10066000,100,57,3,1,18001126,1,18000359,111,0,2,0,8.00E+30,1,
#18001127,　,10066000,100,57,3,1,18001127,1,18000359,111,0,2,0,8.00E+30,1,
#18001128,　,10066000,100,57,3,1,18001128,1,18000359,111,0,2,0,8.00E+30,1,
#18001129,　,10066000,100,57,3,1,18001129,1,18000359,111,0,2,0,8.00E+30,1,
#ペット育成場用,,,,,,,,,,,,,,,,
18001130,ペット育成案内人,10031000,138,111,2,1,18001130,0,18001130,111,0,1,0,0,0,
18001131,ペット育成促進員,10034002,153,38,6,1,18001131,0,18001131,111,0,1,0,0,0,
18001132,ペット育成促進員,20070100,17,94,4,1,18001132,0,18001131,111,0,1,0,0,0,
18001133,ペット育成促進員,20070101,17,94,4,1,18001133,0,18001131,111,0,1,0,0,0,
18001134,ペット育成促進員,20070102,17,94,4,1,18001134,0,18001131,111,0,1,0,0,0,
18001135,ペット育成促進員,10002001,220,30,3,1,18001135,0,18001131,111,0,1,0,0,0,
#イリスと記憶の書架（7章）,,,,,,,,,,,,,,,,
#18001136,悩めるアンディ,10023000,109,130,7,1,18001136,0,18001136,111,0,2,0,8.00E+96,0,
#18001137,悩めるアンディ,50215000,16,27,2,1,18001137,0,18001136,111,0,2,0,8.00E+97,1,
#18001138,　,50215000,22,33,1,1,18001138,0,16940000,111,0,2,0,8.00E+62,0,
#18001139,受付嬢7月（PICTID確保用）,,,,,,,,,,,,,,,
#18001140,　,10024000,53,134,6,1,18001140,0,16940000,111,0,1,0,0,0,
#18001141,　,10023000,143,140,2,1,18001141,0,18001139,111,0,2,0,8.00E+99,1,
#18001142,　,10023000,50,128,2,1,18001142,0,16940000,111,0,2,0,8.00E+99,1,
#18001143,　,10023000,150,130,7,1,18001143,0,16580000,111,0,2,0,8.00E+98,1,
#18001144,　,50142000,7,3,0,1,18001144,0,16920000,111,0,2,0,7.00E+00,1,
#18001145,　,50142000,9,4,1,1,18001145,0,18001136,111,0,2,0,7.00E+00,1,
#18001146,　,50142000,7,10,4,1,18001146,1,18000359,111,0,2,0,8.00E+30,1,
#18001147,　,50142000,5,10,4,1,18001147,1,18000359,111,0,2,0,8.00E+30,1,
#18001148,　,50142000,5,4,0,0.6,18001148,1,11000299,111,0,2,0,7.00E+00,1,
#18001149,　,50142000,6,5,5,1,18001149,1,18000786,111,0,2,0,7.00E+00,1,
#18001150,　,50142000,8,5,3,1,18001150,1,18000394,111,0,2,0,7.00E+00,1,
#18001151,　,50142000,5,6,5,1,18001151,1,18000413,111,0,2,0,7.00E+00,1,
#18001152,　,50142000,9,6,3,1,18001152,1,18000414,111,0,2,0,7.00E+00,1,
#18001153,　,50142000,3,7,5,1,18001153,1,18000207,111,0,2,0,7.00E+00,1,
#18001154,　,50142000,11,7,3,1,18001154,1,18000209,111,0,2,0,7.00E+00,1,
#18001155,　,50142000,4,7,5,1,18001155,1,18000682,111,0,2,0,7.00E+00,1,
#18001156,　,50142000,10,7,3,1,18001156,1,18000683,111,0,2,0,7.00E+00,1,
#18001157,　,50142000,3,8,5,1,18001157,1,18000882,111,0,2,0,7.00E+00,1,
#18001158,　,50142000,11,8,3,1,18001158,1,18000503,111,0,2,0,7.00E+00,1,
#18001159,　,50142000,6,7,5,1,18001159,1,18000141,111,0,2,0,7.00E+00,1,
#18001160,　,50142000,8,7,3,1,18001160,1,18000694,111,0,2,0,7.00E+00,1,
#18001161,　,50142000,3,5,5,2,18001161,1,18000259,111,0,2,0,7.00E+00,1,
#マインドゼロ用 にしこ,,,,,,,,,,,,,,,,
#18001162,小鳥遊　慧,10024000,147,142,2,1,18001162,0,18001162,111,0,1,0,0,0,
18001163,にしこくん,10071000,146,145,6,0.55,18001163,0,18001163,111,0,1,0,0,0,
#18001164, ,10024000,148,142,2,1,18001162,0,16970000,111,0,1,0,0,0,
#イリスと記憶の書架（7章）,,,,,,,,,,,,,,,,
18001165,　,50142000,11,5,3,2,18001165,1,18000319,111,0,2,0,7.00E+00,1,
#イリスと記憶の書架（通年利用）,,,,,,,,,,,,,,,,
18001166,　,50215000,13,15,4,1,18001166,0,41168800,111,0,1,0,0,0,#座標未定
18001167,　,50215000,9,8,0,1,18001167,0,41104100,111,0,1,0,0,0,#座標未定
#イリスと記憶の書架（7章）,,,,,,,,,,,,,,,,
18001168,　,50142000,6,11,4,1,18001168,0,18001139,111,0,2,0,7.00E+00,1,
18001169,　,50142000,8,11,4,1,18001169,0,16940000,111,0,2,0,7.00E+00,1,
#ＤＥＭチュートリアル改修４,,,,,,,,,,,,,,,,
18001170,ティグレット,30010002,2,2,0,1,18001170,0,18001115,111,0,2,0,6.00E+92,1,
18001171,ラヴィエッタ,10023000,59,127,7,1,18001171,0,18001045,111,0,2,0,6.00E+94,1,
