#NPCID,コメント,上半身(ATTR),下半身,靴,顔,髪型,帽子,髪飾りＵＰ,髪飾り左側,髪飾り右側,髪飾りＤＯＷＮ,顔飾り,右すね,肩パット右,肩パット左,胸アクセ,右手握り,左手甲,背負い,左すね,右足甲,しっぽ,付け髪ＵＰ,付け髪左サイド,付け髪右サイド,付け髪ＤＯＷＮ,右手甲,左足甲,左手握り,腰,腰追加分s26,エフェクト,タイツ,攻撃エフェクトID,トレイルエフェクトＩＤ,下半身１,下半身2,下半身3,
11000152,裁縫蝶,9000_00_00_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000153,マーシャ,01_00_90_00,01_01_00_00,01_09_24_00,01_02_90_00,01_03_90_00,,00_04_19_00,,,,,,,,,00_15_90_00,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_01_00,
11000154,エミル,00_00_90_00,00_26_09_00,00_09_18_00,00_02_90_00,00_03_90_00,,,,,,,,,,00_08_90_00,00_10_90_00,,00_18_10_01,,,,,,,,,,,,,,,,,,00_24_02_00,00_25_00_00,
11000155,ルルイエ,05_00_91_00,05_26_91_00,05_09_26_00,05_02_91_00,05_03_91_00,,,,,,,,,,00_08_91_00,00_15_91_00,,05_18_04_00,,,05_21_00_04,,,,,,,,,,,,,,,,05_25_06_11,
11000156,ベリアル,04_00_91_00,04_26_91_00,04_09_21_00,04_02_91_00,04_03_91_00,,,,,,,,,,00_08_91_00,00_17_91_00,,04_18_04_00,,,04_21_00_04,,,,,,,,,,,,,,,,04_25_03_00,
11000157,タイタス,02_00_92_00,02_26_92_00,02_09_92_00,02_02_92_00,02_03_92_00,,,,,,,,,,02_08_92_00,02_16_92_00,,02_18_03_00,,,,,,,,,,,,,,4155,,,null,null,null,
11000158,ティタ,03_00_92_00,03_26_92_00,03_09_92_00,03_02_92_00,03_03_92_00,,,,,,,00_22_93_00,,,,00_15_92_00,,03_18_03_00,00_22_92_00,,,,,,,,,,,,,4155,,,,,03_25_00_00,
11000159,鉄火場店員,4019_00_00_00,,,4019_02_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11000160,シアターのお姉さん（冬）,01_00_25_00,,01_09_12_00,01_02_40_00,01_03_10_03,00_05_15_00,,,,,,,,,00_08_19_00,,,,,,,,,,,,,,,,,,,,01_01_00_09,01_24_00_09,01_25_01_09,
#11000161,シアターのお姉さん（冬）,01_00_25_00,,01_09_12_00,01_02_41_00,01_03_10_04,00_05_15_00,,,,,,,,,00_08_19_00,,,,,,,,,,,,,,,,,,,,01_01_00_09,01_24_00_09,01_25_01_09,
#11000162,シアターのお姉さん（冬）,01_00_25_00,,01_09_12_00,01_02_42_00,01_03_10_05,00_05_15_00,,,,,,,,,00_08_19_00,,,,,,,,,,,,,,,,,,,,01_01_00_09,01_24_00_09,01_25_01_09,
#11000163,シアターのお姉さん（冬）,01_00_25_00,,01_09_12_00,01_02_40_00,01_03_10_06,00_05_15_00,,,,,,,,,00_08_19_00,,,,,,,,,,,,,,,,,,,,01_01_00_09,01_24_00_09,01_25_01_09,
11000160,シアターのお姉さん（夏）,01_00_28_00,,01_09_07_01,01_02_40_00,01_03_10_03,00_05_30_10,,,,,,,,,00_08_19_08,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_03_10,
11000161,シアターのお姉さん（夏）,01_00_28_00,,01_09_07_01,01_02_41_00,01_03_10_04,00_05_30_10,,,,,,,,,00_08_19_08,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_03_10,
11000162,シアターのお姉さん（夏）,01_00_28_00,,01_09_07_01,01_02_42_00,01_03_10_05,00_05_30_10,,,,,,,,,00_08_19_08,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_03_10,
11000163,シアターのお姉さん（夏）,01_00_28_00,,01_09_07_01,01_02_40_00,01_03_10_06,00_05_30_10,,,,,,,,,00_08_19_08,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_03_10,
11000164,南の国境武器屋店員,4009_00_00_00,,,4009_02_00_00,4009_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000165,ウラード,4039_00_00_00,,,4039_02_00_00,,,,,,,,,4039_03_00_00,4039_03_00_00,,,,,,,,,,,,,,4039_10_00_00,,,,,,,,,,
11000166,アイアンサウス国境警備員,4002_00_00_00,,,4002_02_00_00,4002_03_00_00,4002_05_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000167,アイアンサウス国境警備員,4002_00_00_00,,,4002_02_00_00,4002_03_00_00,4002_05_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000168,ミズ?フランシス,01_00_35_00,,01_09_03_00,01_02_41_00,01_03_01_52,,00_06_14_00,,,,,,,,,00_12_01_00,00_11_00_00,,,,,,,,,,,,,,,,,,,,01_25_02_00,
11000169,ミスター?ルックス,00_00_36_00,00_01_00_09,00_09_01_00,00_02_42_00,00_03_10_51,00_05_21_00,,,,,00_07_07_00,,,,,00_15_03_00,,,,,,,,,,,,,,,,,,,00_01_00_09,00_24_00_09,00_25_01_09,
11000170,ミズ?プリティ,01_00_08_00,01_26_02_00,01_09_05_00,01_02_41_00,01_03_10_04,01_05_06_00,,,,,,,00_20_00_00,00_20_00_00,,00_10_04_00,00_11_03_00,,,,,,,,,,,,,,,,,,01_01_00_50,01_24_01_50,01_25_02_50,
11000171,ミスター?リッキー,00_00_17_50,00_26_05_00,00_09_05_00,00_02_40_00,00_03_10_52,00_05_04_00,,,,,,,,,,00_19_02_00,,,,,,,,,,,,,,,,,,,,,00_25_02_00,
11000172,ノーザン国境警備員,4002_00_00_03,,,4002_02_00_03,4002_03_00_00,4002_05_00_03,,,,,,,,,,,,,,,4002_10_00_00,,,,,,,,,,,,,,,,,
11000176,ホムラ,2005_00_00_00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,7724,null,null,,,,
11000177,アイシー,2009_00_00_00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,7701,null,null,,,,
11000178,ピポット,2016_00_00_00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,7714,null,null,,,,
11000179,ニンフ,2001_00_00_00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,7723,null,null,,,,
11000180,ピーノ,2006_00_00_00,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2006_18_00_00,null,null,null,null,null,null,null,null,null,null,null,,,null,null,8005,,,,
11000191,シアターマスター,00_00_45_00,00_26_08_00,00_09_07_00,00_02_42_00,00_03_06_11,null,null,null,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_03_00,
11000196,ノーザン男僧兵,4006_00_00_00,,,4006_02_00_00,4006_03_00_00,,,,,,,,,,,4006_10_00_00,,,,,,,,,,,,,,,,,,,,,,
11000197,ノーザン女僧兵,4007_00_00_00,,,4007_02_00_00,4007_03_00_00,,,,,,,,,,,,,,,,,,,,,,,00_15_04_00,,,,,,,,,,
11000198,ノーザン男,4004_00_00_00,,,4004_02_00_00,4004_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000202,ノーザン王国の民男,4004_00_00_50,,,4004_02_00_50,4004_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000205,ノーザン王国の民女,4005_00_00_50,,,4005_02_00_50,4005_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000211,女の子,4023_00_00_00,,,4023_02_00_00,4023_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000221,武器屋店員,02_00_10_50,,02_09_13_09,02_02_52_00,02_03_01_62,02_05_16_00,,,,,,,,,,,,02_18_03_00,,,,,,,,,,,,,,,,,02_01_00_09,02_24_00_09,02_25_01_09,
11000229,近衛兵士,4006_00_00_50,,,4006_02_00_50,4006_03_00_50,,,,,,,,,,,4006_10_00_00,,,,,,,,,,,,,,,,,,,,,,
11000230,近衛兵士,4007_00_00_50,,,4007_02_00_50,4007_03_00_50,,,,,,,,,,,,,,,,,,,,,,,00_15_04_00,,,,,,,,,,
11000231,魔法ギルド大導師,4035_00_00_50,,,4035_02_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000234,魔法使いの少年,00_00_17_51,00_23_01_50,,00_02_42_00,00_03_10_09,00_05_30_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000235,魔法使いの少女,01_00_34_50,,00_09_14_00,01_02_42_00,01_03_10_09,01_05_11_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_09,01_24_00_09,01_25_01_09,
11000249,ウラジミール,04_00_36_51,04_26_04_50,04_09_09_00,04_02_62_00,04_03_02_05,,,,,,,,,,,,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,,,,,04_24_00_00,04_25_03_00,
11000257,闇の商売人,04_00_37_00,04_26_08_00,04_09_07_00,04_02_02_00,04_03_06_10,,,,,,04_07_12_00,,,,04_08_22_00,,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,,,,,,04_25_03_00,
11000260,マリオネット?サラマンドラ,2004_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7717,,,null,null,null,
11000261,シアターマスターエンジ,00_00_45_50,00_26_08_50,00_09_07_00,00_02_41_00,00_03_06_09,null,null,null,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_03_00,
11000270,酒場店員,00_00_03_53,00_26_04_00,00_09_05_00,00_02_00_00,00_03_10_10,00_05_06_01,,,,,,,,,,,,,,,,,,,,,,,,,,7703,,,,00_24_00_00,00_25_02_00,
11000271,酒場店員,02_00_27_00,02_26_05_51,02_09_09_00,02_02_02_01,02_03_06_60,02_05_16_00,,,,,02_07_12_00,,,,,,,02_18_03_00,,,,,,,,,,,,,,7703,,,00_09_09_00,,02_25_03_00,
11000276,武器屋店員,05_00_05_00,05_26_02_50,05_25_04_00,05_02_02_04,05_03_13_02,,,,,,,,,,,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,7703,,,05_01_01_00,05_24_00_00,,
11000278,ジャンク屋店員,00_00_43_00,00_26_13_00,00_09_10_00,00_02_00_00,00_03_03_52,,,,,,00_07_11_00,,,,,,,,,,,,,,,,,,,,,7703,,,,,00_25_03_00,
11000282,アルスの彼女,4021_00_00_00,,,4021_02_00_00,4021_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,7703,,,,,,
11000287,議会財務担当官,4020_00_00_00,,,4020_02_00_00,4020_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,7703,,,,,,
11000295,クララ,01_00_34_50,,01_09_02_00,01_02_01_00,01_03_02_60,,,,,,,,,,01_08_07_00,,,,,,,,,,,,,,,,,7703,,,01_01_00_05,01_24_00_05,01_25_01_05,
11000296,コスメ作業員,4008_00_00_50,,,4008_02_00_50,4008_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,7703,,,,,,
11000297,イニャキ作業員,4008_00_00_51,,,4008_02_00_51,4008_03_00_51,,,,,,,,,,,,,,,,,,,,,,,,,,,7703,,,,,,
11000299,社長,4034_00_00_00,,,4034_02_00_00,,,,,,,,,,,,4034_07_00_00,,,,,,,,,,,,,,,,7703,,,,,,
11000307,アイアンシティ警備兵,4011_00_00_00,,,4011_02_00_00,4011_03_00_00,,,,,,,,4011_04_00_00,4011_04_00_00,,4011_05_00_00,,,,,,,,,,,,,,,,7703,,,,,,
11000308,ガイドマシーン,2000_00_00_00,,,,,,,,,,,,,,,,,,,,2000_25_00_00,,,,,,,,,,,7705,,,,,,
11000312,勇気のない冒険者,00_00_10_00,00_23_02_51,,00_02_31_00,,,,,,,,,00_20_03_00,00_20_03_00,,,00_11_01_50,,,,,,,,,,,,,,,7703,,,,,,
11000314,語り部,4036_00_00_00,,,4036_02_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,7703,,,,,,
11000319,トランシーバー部隊,00_00_05_00,00_26_05_50,00_09_19_00,00_02_00_04,00_03_10_51,00_05_05_50,,,,,,,,,,,,,,,,,,,,,,,,,,7703,,,,,00_25_01_00,
11000320,トランシーバー部隊,04_00_03_53,04_26_04_50,04_09_09_00,04_02_03_01,04_03_10_71,04_05_05_50,,,,,,,,,,,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,7703,,,,,04_25_03_00,
11000321,トランシーバー部隊,01_00_01_00,01_26_03_00,01_09_09_00,01_02_02_01,01_03_10_51,01_05_05_50,,,,,,,,,,,,,,,,,,,01_04_06_00,,,,01_18_07_00,,,7703,,,,01_24_02_00,01_25_03_00,
11000325,赤髪の青年,00_00_05_00,00_01_38_00,00_09_40_00,00_02_02_01,00_03_06_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000331,わんわん,1057_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000337,コタロー,1057_00_00_09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000346,レディ?パメラ,05_00_05_50,05_26_02_51,05_09_14_00,05_02_61_00,05_03_05_70,05_04_19_70,,,,,05_06_05_00,,05_20_08_51,05_20_08_51,,,,05_18_04_00,,,05_21_00_00,,,,,,,05_17_03_00,05_18_06_00,,,,,,05_01_00_04,05_24_00_04,05_25_01_04,
11000347,復活の戦士,4010_00_00_00,,,4010_02_00_00,,,,,,,,,4010_03_00_00,4010_03_00_00,,4010_04_00_00,,,,,,,,,,,,,,,,,,,,,,
11000348,復活の戦士,4010_00_00_01,,,4010_02_00_01,,,,,,,,,4010_03_00_01,4010_03_00_01,,4010_04_00_01,,,,,,,,,,,,,,,,,,,,,,
11000357,くまちゃん,2018_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7703,,,null,null,null,
11000382,鬼斬りガドゥ,4039_00_00_50,,,4039_02_00_50,,,,,,,,,4039_03_00_50,4039_03_00_50,,,,,,,,,,,,,,4039_10_00_00,,,,,,,,,,
11000383,時を知る占い師レミア,4031_00_00_50,,,4031_02_00_50,4031_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000384,見習い冒険者ポロル,4022_00_00_50,,,4022_02_00_50,4022_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000385,ミリアリア,4041_00_00_50,,,4041_02_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000386,ファーイースト政治家,4042_00_00_06,,,4042_02_00_06,,,,,,,,,,,,,,,,,,,,,,,,00_12_09_00,,,,,,,,,,
11000387,モーグ政治家,4042_00_00_50,,,4042_02_00_50,,,,,,,,,,,,,,,,,,,,,,,,00_12_09_00,,,,,,,,,,
11000389,美食キング,00_00_35_50,,00_09_06_00,00_02_03_04,00_03_05_10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,null,null,00_25_03_00,
11000391,レッド,00_00_03_01,00_26_09_50,00_09_19_00,00_02_41_00,00_03_01_01,,00_06_11_00,,,,,,,,00_08_19_01,,,,,,,,,,,,,,00_18_07_00,,,,,,null,00_24_03_10,00_25_01_10,
11000392,ブルー,01_00_03_03,01_26_08_56,01_09_23_00,01_02_41_00,01_03_01_03,,01_06_26_00,,,,,,,,01_08_19_03,,,,,,,,,,,,,,01_18_07_50,,,,,,01_01_08_03,null,01_25_01_03,
11000393,イエロー,00_00_03_07,00_26_09_50,00_09_19_00,00_02_42_00,00_03_03_07,,00_06_11_00,,,,,,,,00_08_19_07,,,,,,,,,,,,,,00_18_07_00,,,,,,null,00_24_03_10,00_25_01_10,
11000394,グリーン,00_00_03_05,00_26_09_50,00_09_19_00,00_02_40_00,00_03_05_05,,00_06_11_00,,,,,,,,00_08_19_05,,,,,,,,,,,,,,00_18_07_00,,,,,,null,00_24_03_10,00_25_01_10,
11000395,ブラック,04_00_03_09,04_26_09_50,04_09_19_00,04_02_61_00,04_03_02_10,,04_06_11_00,,,,,,,,04_08_19_09,,,04_18_04_00,,,04_21_00_00,,,,,,,,04_18_07_50,,,,,,null,04_24_03_10,04_25_01_10,
11000400,ペットドクター,01_00_17_50,,01_09_13_00,01_02_41_00,01_03_00_09,01_06_09_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_07,01_25_01_07,
11000431,悩んでいる冒険者,02_00_55_00,,,02_02_03_01,02_03_08_61,02_05_16_00,,,,,02_06_29_00,,,,,,,02_18_03_00,,,,,,,,,,,,,,,,,,,02_25_09_00,
11000432,困っている冒険者,04_00_57_00,04_26_18_00,04_09_05_50,04_02_03_02,04_03_02_07,04_06_34_00,,,,,,,,,,,,04_18_04_00,,,04_21_00_00,,,,,,,,,,,,,,,,04_25_02_00,
#東西南北、酒場店員（通常時）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000435,酒屋店員,01_00_19_50,,01_09_07_00,01_02_42_00,01_03_05_10,,00_06_08_00,00_04_10_10,,,,,,,01_08_19_00,,,,,,,,,,,,,,,,,,,,01_01_00_03,01_24_00_03,01_25_03_03,
11000436,酒屋店員,01_00_19_50,,01_09_07_00,01_02_41_00,01_03_05_09,,00_06_08_00,00_04_13_09,,,,,,,01_08_19_00,,,,,,,,,,,,,,,,,,,,01_01_00_03,01_24_00_03,01_25_03_03,
11000437,酒屋店員,01_00_19_50,,01_09_07_00,01_02_40_00,01_03_05_50,,00_06_08_00,00_04_16_50,,,,,,,01_08_19_00,,,,,,,,,,,,,,,,,,,,01_01_00_03,01_24_00_03,01_25_03_03,
11000438,酒屋店員,01_00_19_50,,01_09_07_00,01_02_40_00,01_03_05_51,,00_06_08_00,00_04_17_51,,,,,,,01_08_19_00,,,,,,,,,,,,,,,,,,,,01_01_00_03,01_24_00_03,01_25_03_03,
#東西南北、酒場店員（キノコイベント時）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11000435,酒屋店員,01_00_19_50,,01_09_07_00,01_02_42_00,01_03_05_10,,00_06_08_00,00_04_10_10,,,,,,,01_08_19_00,01_12_55_00,null,,,,,,,,,null,,,,,,,,3020,01_01_00_03,01_24_00_03,01_25_03_03,
#11000436,酒屋店員,01_00_19_50,,01_09_07_00,01_02_41_00,01_03_05_09,,00_06_08_00,00_04_13_09,,,,,,,01_08_19_00,01_12_55_02,null,,,,,,,,,null,,,,,,,,3020,01_01_00_03,01_24_00_03,01_25_03_03,
#11000437,酒屋店員,01_00_19_50,,01_09_07_00,01_02_40_00,01_03_05_50,,00_06_08_00,00_04_16_50,,,,,,,01_08_19_00,01_12_55_05,null,,,,,,,,,null,,,,,,,,3020,01_01_00_03,01_24_00_03,01_25_03_03,
#11000438,酒屋店員,01_00_19_50,,01_09_07_00,01_02_40_00,01_03_05_51,,00_06_08_00,00_04_17_51,,,,,,,01_08_19_00,01_12_55_00,null,,,,,,,,,null,,,,,,,,3020,01_01_00_03,01_24_00_03,01_25_03_03,
#東西南北、酒場店員（2013年度エイプリルフールイベント時）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#11000435,酒屋店員,01_00_1144_00,,01_23_33_00,01_02_42_00,01_03_05_10,,,00_04_10_10,,,,,,,,,,,,,,,,,,,,01_15_30_00,,,,,,,null,null,null,
#11000436,酒屋店員,01_00_1144_00,,01_23_33_00,01_02_41_00,01_03_05_09,,,00_04_13_09,,,,,,,,,,,,,,,,,,,,01_15_30_00,,,,,,,null,null,null,
#11000437,酒屋店員,01_00_1144_00,,01_23_33_00,01_02_40_00,01_03_05_50,,,00_04_16_50,,,,,,,,,,,,,,,,,,,,01_15_30_00,,,,,,,null,null,null,
#11000438,酒屋店員,01_00_1144_00,,01_23_33_00,01_02_40_00,01_03_05_51,,,00_04_17_51,,,,,,,,,,,,,,,,,,,,01_15_30_00,,,,,,,null,null,null,
11000405,スキルマスター達,00_00_22_00,00_23_03_00,,00_02_42_00,00_03_06_04,,,,,,00_07_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000508,キャンペーン対象（東）,4013_00_00_00,,,4013_02_00_00,4013_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000509,キャンペーン対象（西）,4016_00_00_00,,,4016_02_00_00,,,,,,,,,,,,,,,,,,,,,,,,00_13_09_00,,,,,,,,,,
11000510,キャンペーン対象（南）,4008_00_00_00,,,4008_02_00_00,4008_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000511,キャンペーン対象（北）,4005_00_00_00,,,4005_02_00_00,4005_03_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000517,スカウトギルドメンバー,4002_00_00_09,,,4002_02_00_09,4002_03_00_09,4002_05_00_09,,,,,,,,,,,,,,,4002_10_00_00,,,,,,,,,,,,,,,,,
11000536,ファーマー牧場係員,01_00_41_00,,01_09_07_00,01_02_40_00,01_03_06_50,01_06_20_00,01_04_00_00,,,,,,,,01_08_13_00,,,,,,,,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_03_00,
11000538,ヴェルデガルド,4032_00_00_00,,,,,,,,,,,,,,,00_15_14_00,,,,,,,,,,,,,,,,,,,,,,
11000545,ヤン,00_00_03_50,00_26_07_00,00_09_03_00,04_02_02_00,04_03_02_71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_02_00,
11000546,レアル,03_00_17_52,,03_09_05_00,03_02_01_00,03_03_10_60,03_05_05_50,,,,,,,,,,,,03_18_03_00,,,,,,,,,,,,,,,,,03_01_00_00,03_24_00_00,03_25_02_00,
11000552,アル,00_00_17_00,00_26_04_50,00_09_19_00,00_02_00_04,00_03_03_60,,,,,,,,,,,,,00_18_02_00,,,,,,,,,,,,,,,,,,,00_25_03_00,
11000556,フランツ,00_00_45_00,00_26_05_51,00_09_07_00,00_02_00_02,00_03_02_10,,,,,,00_07_11_00,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_03_00,
11000573,エリス,01_00_19_00,,01_09_02_00,01_02_01_01,01_03_05_50,,,,,,,,,,,,,,,,,01_04_07_00,,,,,,,,,,,,,01_01_00_00,01_24_00_00,01_25_01_00,
11000592,ミズチ,05_00_13_00,05_26_06_52,05_25_04_09,05_02_02_13,05_03_11_10,,05_06_11_00,,,,,,,,,,,05_18_04_00,,,05_21_00_00,05_04_07_10,,,,,,,,,,,,,,05_24_03_09,05_25_00_09,
11000628,プルルdeスタッフ,03_00_49_00,03_26_08_50,03_09_13_00,03_02_03_02,03_03_02_60,03_05_16_00,,,,,,,,,,,,03_18_03_00,,,,,,,,,,,,,,,,,03_01_03_02,null,03_25_01_02,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000633,アイコちゃんファン,00_00_30_50,00_26_05_51,00_09_07_00,00_02_03_01,00_03_10_50,00_05_39_00,,,,,,,,,,,,,,,,,,,,,,,00_18_07_00,,,,,,null,null,00_25_03_00,
11000634,ココア,1061_00_00_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000635,緑の盾軍兵士,4039_00_00_51,,,4039_02_00_51,,,,,,,,,4039_03_00_51,4039_03_00_51,,,,,,,,,,,,,,4039_10_00_00,,,,,,,,,,
11000638,民宿『ポカポカ陽気』店主,4025_00_00_50,,,,,,,,,,,,,,,4025_04_00_00,,,,,,,,,,,,,,,,,,,,,,
11000667,復活の戦士,4010_00_00_00,,,4010_02_00_00,,,,,,,,,4010_03_00_00,4010_03_00_00,,4010_04_00_00,,,,,,,,,,,,,,,,,,,,,,
11000641,食料品店のおばあさん,4024_00_00_50,,,4024_02_00_50,4024_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000642,ミスファーイースト,4013_00_00_50,,,4013_02_00_50,4013_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000643,ミスターファーイースト,4020_00_00_50,,,4020_02_00_50,4020_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000656,フシギ団団員スカウト,04_00_52_50,,,,,04_02_71_00,,,,,,,,,04_08_22_00,,04_11_15_00,04_18_04_00,,,04_21_00_00,,,,,,,,04_18_07_50,,,,,,,,04_25_07_00,
11000657,フシギ団団員ソードマン,01_00_50_50,01_26_08_57,01_09_17_50,,,01_02_71_00,,,,,,,01_20_18_50,01_20_18_50,01_08_12_00,,,,,,,,,,,,,,01_18_07_00,,,,,,01_01_10_00,,,
11000658,フシギ団団員シャーマン,02_00_48_50,02_26_12_50,02_09_17_50,,,02_02_71_00,,,,,,,,,02_08_24_00,,,02_18_03_00,,,,,,,,,,,02_18_07_50,,,,,,,02_24_04_00,02_25_04_00,
11000659,フシギ団団員フェンサー,00_00_42_50,00_23_05_50,,,,00_02_71_00,,,,,,,,,,,,,,,,,,,,,,,00_18_07_00,,,,,,,,,
11000660,ブラックマーケット店員,00_00_51_50,00_26_15_50,00_09_07_00,,,00_02_71_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_03_00,
11000661,ブラックマーケット店員,01_00_46_50,,01_09_19_50,,,01_02_71_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_07,01_24_00_07,01_25_03_07,
11000662,ブラックマーケット店員,01_00_41_50,,01_09_07_00,,,01_02_71_00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01_01_00_09,01_24_00_09,01_25_03_09,
11000663,ブラックマーケット店員,05_00_53_51,,05_09_21_51,,,05_02_71_00,,,,,,,,,,,,05_18_04_00,,,05_21_00_00,,,,,,,,,,,,,,05_01_00_05,05_24_00_05,05_25_02_05,
11000668,砦の酒屋,04_00_91_00,04_26_91_00,04_09_21_00,,,04_02_71_00,,,,,,,,,04_08_91_00,,,04_18_04_00,,,04_21_00_04,,,,,,,,,,,,,,,04_25_03_00,,
11000678,フシギ団連絡員,05_00_40_50,,,,,05_02_71_00,,,,,,,,,,,05_11_15_00,05_18_04_00,,,05_21_00_00,,,,,05_11_14_00,,,05_18_07_50,,,,,,,,05_25_08_00,
11000685,染色おばさん,4009_00_00_50,,,4009_02_00_50,4009_03_00_50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000686,ファーイースト酒屋店員,00_00_37_51,00_26_03_50,00_09_02_03,00_02_40_00,00_03_11_52,,,,,,00_07_07_51,,,,,,,,,,,,,,,,,,,,,,,,,00_24_02_00,00_25_01_00,
11000695,武器屋店員,01_00_61_00,01_26_12_00,01_09_22_51,01_02_42_00,01_03_07_51,,,,,,,,,,01_08_27_00,,,,,,,,,,,,,,,,,,,,,,01_25_02_00,
11000696,役場のおじさん,4042_00_00_51,,,4042_02_00_51,,,,,,,,,,,,,,,,,,,,,,,,00_12_09_00,,,,,,,,,,
11000697,ファーマーギルド長,00_00_50_00,00_26_14_00,00_09_22_00,00_02_00_00,00_03_02_52,,,,,,00_07_07_09,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_01_00,
11000699,居残り生徒,00_00_03_51,00_26_05_51,00_09_07_00,00_02_42_00,00_03_06_60,,00_06_07_07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00_25_03_00,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11000700,壊れたエレキテル,2000_00_00_00,,,,,,,,,,,,,,,,,,,,2000_25_00_00,,,,,,,,,,,7705,,,,,,
