#パートナー用アクトキューブの詳細設定シート,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,,,,使用可能条件,,,,,,,,,,,,,,説明文,スキルのアクトキューブ,削除条件,条件?行動?Pスキルのアクトキューブ,,,,条件アクトキューブ
#ユニークID,アイテムID,種別ＩＤ,アクトキューブ名,パートナーランク,系統番号,動物型,人型,虫型,植物型,魔法使い型,魔法生物型,鳥型,魚型,アンデッド型,機械型,信頼度の色,転生状態,アクトキューブ情報ウィンドウの説明文,スキルＩＤ,制限,処理ID,PARAM1,PARAM2,PARAM3,任意設定フラグ
#パートナーのHPが○％以下だったら,,,,,,,,,,,,,,,,,,,,,,,,,
93,68000168,0,自分のＭＰ≦９０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R９０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が$R変更されます。,0,0,3,90,1,0,0
94,68000169,0,自分のＭＰ≦１００％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R１００％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が$R変更されます。,0,0,3,100,1,0,0
95,68000170,0,自分のＭＰ≦０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている対象は$R＜自分＞として挙動が$R変更されます。,0,0,3,0,1,0,0
96,68000180,0,自分のＭＰ≦１０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R１０％以下になると$R自分に向けて行動を起こす,0,0,3,10,2,0,0
97,68000181,0,自分のＭＰ≦２０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R２０％以下になると$R自分に向けて行動を起こす,0,0,3,20,2,0,0
98,68000182,0,自分のＭＰ≦３０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R３０％以下になると$R自分に向けて行動を起こす,0,0,3,30,2,0,0
99,68000183,0,自分のＭＰ≦４０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R４０％以下になると$R自分に向けて行動を起こす,0,0,3,40,2,0,0
100,68000184,0,自分のＭＰ≦５０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R５０％以下になると$R自分に向けて行動を起こす,0,0,3,50,2,0,0
101,68000185,0,自分のＭＰ≦６０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R６０％以下になると$R自分に向けて行動を起こす,0,0,3,60,2,0,0
102,68000186,0,自分のＭＰ≦７０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R７０％以下になると$R自分に向けて行動を起こす,0,0,3,70,2,0,0
103,68000187,0,自分のＭＰ≦８０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R８０％以下になると$R自分に向けて行動を起こす,0,0,3,80,2,0,0
104,68000188,0,自分のＭＰ≦９０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R９０％以下になると$R自分に向けて行動を起こす,0,0,3,90,2,0,0
105,68000189,0,自分のＭＰ≦１００％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R１００％以下になると$R自分に向けて行動を起こす,0,0,3,100,2,0,0
106,68000190,0,自分のＭＰ≦０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R０％以下になると$R自分に向けて行動を起こす,0,0,3,0,2,0,0
107,68000200,0,自分のＭＰ≦１０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R１０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,10,4,0,0
108,68000201,0,自分のＭＰ≦２０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R２０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,20,4,0,0
109,68000202,0,自分のＭＰ≦３０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R３０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,30,4,0,0
110,68000203,0,自分のＭＰ≦４０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R４０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,40,4,0,0
111,68000204,0,自分のＭＰ≦５０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R５０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,50,4,0,0
112,68000205,0,自分のＭＰ≦６０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R６０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,60,4,0,0
113,68000206,0,自分のＭＰ≦７０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R７０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,70,4,0,0
114,68000207,0,自分のＭＰ≦８０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R８０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,80,4,0,0
115,68000208,0,自分のＭＰ≦９０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R９０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,90,4,0,0
116,68000209,0,自分のＭＰ≦１００％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R１００％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,100,4,0,0
117,68000210,0,自分のＭＰ≦０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として挙動が$R変更されます。,0,0,3,0,4,0,0
118,68000220,0,自分のＭＰ≦０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R０％以下になると$R敵に向けて行動を起こす,0,0,3,0,3,0,0
119,68000221,0,自分のＭＰ≦１０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R１０％以下になると$R敵に向けて行動を起こす,0,0,3,10,3,0,0
120,68000222,0,自分のＭＰ≦２０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R２０％以下になると$R敵に向けて行動を起こす,0,0,3,20,3,0,0
121,68000223,0,自分のＭＰ≦３０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R３０％以下になると$R敵に向けて行動を起こす,0,0,3,30,3,0,0
122,68000224,0,自分のＭＰ≦４０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R４０％以下になると$R敵に向けて行動を起こす,0,0,3,40,3,0,0
123,68000225,0,自分のＭＰ≦５０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R５０％以下になると$R敵に向けて行動を起こす,0,0,3,50,3,0,0
124,68000226,0,自分のＭＰ≦６０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R６０％以下になると$R敵に向けて行動を起こす,0,0,3,60,3,0,0
125,68000227,0,自分のＭＰ≦７０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R７０％以下になると$R敵に向けて行動を起こす,0,0,3,70,3,0,0
126,68000228,0,自分のＭＰ≦８０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R８０％以下になると$R敵に向けて行動を起こす,0,0,3,80,3,0,0
127,68000229,0,自分のＭＰ≦９０％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R９０％以下になると$R敵に向けて行動を起こす,0,0,3,90,3,0,0
128,68000230,0,自分のＭＰ≦１００％＜敵＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R自分のＭＰが$R１００％以下になると$R敵に向けて行動を起こす,0,0,3,100,3,0,0
#主人のHPが○％以下だったら,,,,,,,,,,,,,,,,,,,,,,,,,
129,68000240,0,主人のＨＰ≦０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$RカスタムＡＩを設定していても$R行動を起こしません。,0,0,4,0,1,0,0
130,68000241,0,主人のＨＰ≦１０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R１０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,10,1,0,0
131,68000242,0,主人のＨＰ≦２０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R２０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,20,1,0,0
132,68000243,0,主人のＨＰ≦３０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R３０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,30,1,0,0
133,68000244,0,主人のＨＰ≦４０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R４０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,40,1,0,0
134,68000245,0,主人のＨＰ≦５０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R５０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,50,1,0,0
135,68000246,0,主人のＨＰ≦６０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R６０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,60,1,0,0
136,68000247,0,主人のＨＰ≦７０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R７０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,70,1,0,0
137,68000248,0,主人のＨＰ≦８０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R８０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,80,1,0,0
138,68000249,0,主人のＨＰ≦９０％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R９０％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,90,1,0,0
139,68000250,0,主人のＨＰ≦１００％＜主人＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R１００％以下になると$R主人に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜主人＞となっている効果の対象は$R＜自分＞として挙動が変更され、$R条件の対象は＜自分のＨＰ＞に$R挙動が変更されます。,0,0,4,100,1,0,0
140,68000260,0,主人のＨＰ≦０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R０％以下になると$R自分に向けて行動を起こす,0,0,4,0,2,0,0
141,68000261,0,主人のＨＰ≦１０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R１０％以下になると$R自分に向けて行動を起こす,0,0,4,10,2,0,0
142,68000262,0,主人のＨＰ≦２０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R２０％以下になると$R自分に向けて行動を起こす,0,0,4,20,2,0,0
143,68000263,0,主人のＨＰ≦３０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R３０％以下になると$R自分に向けて行動を起こす,0,0,4,30,2,0,0
144,68000264,0,主人のＨＰ≦４０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R４０％以下になると$R自分に向けて行動を起こす,0,0,4,40,2,0,0
145,68000265,0,主人のＨＰ≦５０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R５０％以下になると$R自分に向けて行動を起こす,0,0,4,50,2,0,0
146,68000266,0,主人のＨＰ≦６０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R６０％以下になると$R自分に向けて行動を起こす,0,0,4,60,2,0,0
147,68000267,0,主人のＨＰ≦７０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R７０％以下になると$R自分に向けて行動を起こす,0,0,4,70,2,0,0
148,68000268,0,主人のＨＰ≦８０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R８０％以下になると$R自分に向けて行動を起こす,0,0,4,80,2,0,0
149,68000269,0,主人のＨＰ≦９０％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R９０％以下になると$R自分に向けて行動を起こす,0,0,4,90,2,0,0
150,68000270,0,主人のＨＰ≦１００％＜自分＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R１００％以下になると$R自分に向けて行動を起こす,0,0,4,100,2,0,0
151,68000280,0,主人のＨＰ≦０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$RカスタムＡＩを設定していても$R行動を起こしません。,0,0,4,0,4,0,0
152,68000281,0,主人のＨＰ≦１０％＜仲間＞,1,0,0,0,0,0,0,0,0,0,0,0,0,0,条件のアクトキューブ$R主人のＨＰが$R１０％以下になると$R仲間に向けて行動を起こす$R$Rパートナープロテクト中は、$R＜仲間＞となっている効果の対象は$R＜他のパートナー＞として$R挙動が変更され、条件の対象は$R＜自分のＨＰ＞に挙動が変更されます。,0,0,4,10,4,0,0
