#目前就是这个样子了 图章掉落禁止有数字以外的字符出现! 例如actcube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
##,,,,体格,,,特殊情報,,,設定,基本パラメータ,,,,,,,,ステータス,,,,物理攻撃,,,魔法攻撃,,防御力,,,,ダメージ減少,,命中,,,回避,,,クリティカル,,,,攻撃速度,,,属性値,,,,,,,状態異常耐性,,,,,,,,,思考ID(通常）,,,,,,,,,,思考(出現),,思考ID(瀕死),,,,,,,,,,思考(終焉）,,カスタムAIID,,,,,,スキルリスト,,,,,,,,,,,,,,,経験値,,,,ドロップ,ドロップアイテム,,,,,,,,,旅人のメモ,,パーティ
#ID,名前,PICTID,種別ＩＤ,幅,長さ,スケール,飛行,アンデッド,モーションセット番号,LV,腕力,魔力,体力,器用,敏捷,知性,運,魅力,HP,SP,MP,速度,最小,最大,タイプ,最小,最大,物理－,物理％,魔法－,魔法％,物理ダメージ(％),魔法ダメージ(％),近接,遠隔,魔法,近接,遠隔,魔法,発生,回避,回復力,魔回復力,物理,詠唱,射程,無,火,水,風,土,光,闇,毒,石化,麻痺,睡眠,沈黙,鈍足,混乱,氷結,気絶,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,ID１,確率,ID2,確率,ID3,確率,ID4,確率,ID5,確率,ID,確率,AIID1,確率1,AIID2,確率2,AIID3,確率3,攻撃スキル加算倍率,ＩＤ１,確率,ＩＤ２,確率,ＩＤ３,確率,ＩＤ４,確率,減少HP%分加算スキル,確率,減少HP%分減算スキル,確率,出現時使用スキルID,死亡時使用スキルID,EXP,JOB,WRP,信頼度,ID,アイテムID1,アイテムID2,アイテムID3,アイテムID4,アイテムID5,アイテムID6,アイテムID7,ID8（スタンプ）,ＩＤ8確率,掲載フラグ,解放ID,イベントフラグ
#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124
10000503,育成場のグリーンプルル,10000500,PLANT,1,1,1,0,0,0,12,22,65,10,100,26,44,95,21,1000,201,201,154,409,237,BLOW,346,455,195,32,132,82,461,178,137,447,259,394,297,155,150,170,393,485,441,114,179,0,0,0,0,20,0,0,23,81,107,13,16,11,39,14,94,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,null,null,null,null,null,null,null,null,0,1,1091,0
10000700,黄色皮露露,10000700,PLANT,1,1,1,0,0,0,11,17,11,14,16,17,9,1,1,78,40,35,230,13,17,BLOW,11,19,24,29,38,27,0,0,18,98,16,10,0,200,2,1,100,1,232,232,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7510,100,0,0,0,0,0,0,0,0,0,0,0,0,11,19,0,0,31,null,10032800,10034507,10034507,10032807,10008450,10032807,10050904,0,1,132,0
10000701,钻石皮露露,10000700,PLANT,1,1,10,0,0,0,10,1,1,1,1,1,1,1,1,240000,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Kizuna,Kizuna,Kizuna,Kizuna,null,Kizuna,Kizuna,10050900,0,2,338,0
10000800,琥珀色皮露露,10000800,PLANT,1,1,1,0,0,0,7,10,1,5,13,13,4,1,1,60,30,15,240,8,10,BLOW,9,11,4,6,23,15,0,0,9,96,17,0,0,200,2,3,100,1,200,200,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,80,9,20,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7512,100,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,17,null,10032800,10009000,90000043,10032808,10045300,90000043,10050902,0,1,128,0
10000801,橡胶皮露露,10000801,ROCK,1,1,1.5,0,0,0,32,1,1,1,1,1,1,1,1,560,100,100,250,103,120,BLOW,10,35,114,25,84,30,0,0,137,100,80,41,0,105,10,3,100,1,50,50,1,0,30,0,0,0,0,0,25,255,60,10,10,210,180,100,255,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,230,0,0,16,null,10032800,10034507,10000202,null,10014854,10034502,10050980,0,1,600,0
10000802,无限回廊的橡胶皮露露,10000801,PLANT,1,1,1.5,0,0,0,51,1,1,1,1,1,1,1,1,1800,100,100,155,264,312,BLOW,24,50,135,25,150,20,0,0,113,0,41,61,0,50,3,1,100,1,200,0,1,0,25,0,0,25,0,0,10,180,36,25,80,30,80,50,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,250,0,0,3,null,null,null,null,null,null,null,,0,1,572,0
10000803,黄玉皮露露,10000800,PLANT,1,1,1,0,0,0,10,1,1,1,1,1,1,1,1,500,0,0,1000,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10011100,null,null,null,null,null,null,10050900,0,2,375,0
10000804,ジャイアントラバー,10000801,ROCK_SKILL,1,1,2,0,0,0,83,51,54,27,79,50,103,96,58,1000,201,201,428,458,153,BLOW,223,276,226,49,413,71,366,351,322,256,326,484,137,449,257,118,285,446,213,375,228,0,40,0,0,0,0,0,109,95,70,53,41,32,55,43,16,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,22000,0,0,6,null,10015600,10056900,10134800,null,10056900,10134800,,0,1,838,0
10000900,焦油皮露露,10000900,PLANT,1,1,1,0,0,0,11,13,9,10,14,15,7,1,1,75,16,17,220,16,21,BLOW,14,23,19,17,34,24,0,0,19,98,27,11,0,200,2,3,100,1,236,240,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,4,null,10000701,10035300,10032809,null,10034508,10034505,10050905,0,1,250,0
10000901,油乎乎的皮露露,10000900,PLANT,1,1,1,0,0,0,28,50,50,50,50,50,50,50,50,380,999,999,360,50,110,BLOW,50,110,42,10,74,42,0,0,71,104,140,59,0,200,5,15,100,1,344,344,1,0,40,0,0,0,0,0,20,20,20,10,20,20,255,20,20,23,100,0,0,0,0,0,0,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7531,100,0,0,0,0,0,0,0,0,0,0,0,0,226,209,0,0,4,null,10000701,10035300,10032809,null,10034508,10034505,,0,1,173,0
10000902,无限回廊的油乎乎的皮露露,10000900,PLANT,1,1,1,0,0,0,52,50,50,50,50,50,50,50,50,1900,999,999,130,301,332,BLOW,32,50,140,20,188,20,0,0,114,0,32,66,0,20,3,1,100,1,200,0,1,0,25,0,0,0,0,0,10,55,60,180,150,20,50,25,100,24,100,0,0,0,0,0,0,0,0,0,0,24,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7531,100,0,0,0,0,0,0,0,0,0,0,0,0,250,180,0,0,4,null,null,null,null,null,null,null,,0,1,530,0
10000903,咖啡皮露露,10000900,PLANT_NOTPTDROPRANGE,1,1,1.8,0,0,0,25,13,20,20,14,20,20,10,5,150,16,17,100,56,62,BLOW,14,23,20,5,34,10,0,0,19,98,27,11,0,200,2,3,100,1,200,80,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,100,0,0,0,0,0,0,0,0,0,0,81,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7754,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,null,null,10031161,null,null,null,null,,0,0,0,0
10000904,洛蒂皮露露,10001600,UNDEAD,1,1,1.2,0,0,0,40,50,50,50,50,50,50,50,50,1300,999,999,360,130,145,BLOW,190,200,0,0,0,0,0,0,140,120,140,10,0,100,3,1,100,1,200,300,1,0,0,0,0,0,0,50,10,10,10,100,10,10,10,255,10,7,80,9,20,0,0,0,0,0,0,0,0,7,80,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7852,50,7515,50,0,0,0,0,0,0,0,0,0,0,806,735,0,0,4,null,10000701,10035300,10032809,null,10034508,10034505,,0,1,625,0
10000905,D-油乎乎的皮露露,10000900,PLANT,1,1,1.2,0,0,0,81,50,50,50,50,50,50,50,50,6000,999,999,360,290,330,BLOW,320,380,120,10,150,60,0,0,180,170,200,50,0,200,3,5,100,1,300,350,1,0,40,0,0,0,0,0,20,20,20,10,20,20,255,20,20,36,50,15,50,0,0,0,0,0,0,0,0,36,50,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7568,100,0,,0,,0,,0,0,0,0,0,0,3600,3960,0,0,40,10000503,10000102,10000108,10016701,10067300,null,10016701,,0,1,31,0
10000906,D-油乎乎的皮露露,10000900,PLANT,1,1,1.2,0,0,0,81,50,50,50,50,50,50,50,50,6000,999,999,360,290,330,BLOW,320,380,120,10,150,60,0,0,180,170,200,50,0,200,3,5,100,1,300,350,1,0,40,0,0,0,0,0,20,20,20,10,20,20,255,20,20,36,50,15,50,0,0,0,0,0,0,0,0,36,50,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7568,100,0,,0,,0,,0,0,0,0,0,0,5400,5940,0,0,40,10000503,10000102,10000108,10016701,10067300,null,10016701,,0,0,31,0
10000907,D-洛蒂皮露露,10001600,UNDEAD,1,1,1,0,1,0,115,85,85,85,85,85,85,85,85,73000,999,999,580,800,830,BLOW,720,760,230,30,300,30,0,0,300,300,340,160,0,200,5,1,100,1,480,560,1,0,0,0,0,0,0,50,250,250,255,250,255,255,250,255,250,14,30,15,30,14,20,7,20,0,0,0,0,14,30,15,30,14,20,7,20,0,0,0,0,0,0,0,0,0,0,0,7515,30,7553,30,7713,20,0,20,0,0,0,0,0,0,128000,1,0,0,37,10000508,10000603,10014251,10000106,10067300,null,null,,0,1,95,0
10000908,D-洛蒂皮露露,10001600,UNDEAD,1,1,1,0,1,0,115,85,85,85,85,85,85,85,85,73000,999,999,580,800,830,BLOW,720,760,230,30,300,30,0,0,300,300,340,160,0,200,5,1,100,1,480,560,1,0,0,0,0,0,0,50,250,250,255,250,255,255,250,255,250,14,30,15,30,14,20,7,20,0,0,0,0,14,30,15,30,14,20,7,20,0,0,0,0,0,0,0,0,0,0,0,7515,30,7553,30,7713,20,0,20,0,0,0,0,0,0,192000,2,0,0,37,10000508,10000603,10014251,10000106,10067300,null,null,,0,0,95,0
10000950,音符皮露露—DO,10000950,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,10015251,10015251,10015251,10015251,10015251,10015251,10015251,,0,2,376,0
10000951,音符皮露露—RE,10000951,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,10015252,10015252,10015252,10015252,10015252,10015252,10015252,,0,2,618,0
10000952,音符皮露露—MI,10000952,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,10015253,10015253,10015253,10015253,10015253,10015253,10015253,,0,2,524,0
10000953,音符皮露露—FA,10000953,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,10015254,10015254,10015254,10015254,10015254,10015254,10015254,,0,2,430,0
10000954,音符皮露露—SO,10000954,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,10015255,10015255,10015255,10015255,10015255,10015255,10015255,,0,2,331,0
10000955,音符皮露露—LA,10000955,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,10015256,10015256,10015256,10015256,10015256,10015256,10015256,,0,2,603,0
10000956,音符皮露露—SI,10000956,PLANT,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,10015257,10015257,10015257,10015257,10015257,10015257,10015257,,0,2,289,0
10001000,金属皮露露,10001000,PLANT,1,1,1,0,0,0,40,50,50,50,50,50,50,50,50,25,58,97,1000,29,43,BLOW,7,13,300,96,999,100,0,0,130,107,34,70,0,200,30,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,77,0,0,3,null,10015600,10015710,10015300,null,10015707,10013300,10050968,0,1,579,0
10001001,迷路的金属皮露露,10001000,PLANT,1,1,1,0,0,0,24,24,24,24,24,24,24,24,24,14,58,97,900,16,25,BLOW,7,13,240,95,999,100,0,0,56,102,34,22,0,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,33,0,0,3,null,10015600,10015710,10015300,null,10015707,10013300,10050909,0,1,509,0
10001002,小型金属皮露露,10001000,PLANT,1,1,0.6,0,0,0,15,15,15,15,15,15,15,15,15,8,58,97,800,10,14,BLOW,7,13,300,95,999,100,0,0,27,99,34,18,0,200,15,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,10,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,7,0,0,3,null,10015600,10015710,10015300,null,10015707,10013300,,0,1,457,0
10001003,无限回廊的金属皮露露,10001000,PLANT,1,1,1,0,0,0,55,50,50,50,50,50,50,50,50,50,58,97,500,80,93,BLOW,32,50,400,100,999,100,0,0,130,107,34,70,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,0,0,0,0,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7556,100,0,0,0,0,0,0,0,0,0,0,0,0,333,33,0,0,3,null,null,null,null,null,null,null,,0,1,568,0
10001004,迷宫的金属皮露露,10001000,PLANT_SKILL,1,1,1.1,0,0,0,40,50,50,50,50,50,50,50,50,100,58,97,1000,16,25,BLOW,7,13,380,100,999,100,0,0,255,102,200,22,0,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,0,255,255,255,47,70,42,10,10,20,0,0,0,0,0,0,10,70,42,20,47,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7653,100,0,0,0,0,0,0,0,0,0,0,0,0,3333,3333,0,0,3,null,10015600,10015710,10015300,null,10015707,10013300,,0,0,0,0
10001005,迷宫的微型金属皮露露,10001000,PLANT_SKILL,1,1,0.8,0,0,0,40,50,50,50,50,50,50,50,50,10,58,97,1000,16,25,BLOW,7,13,380,97,999,100,0,0,255,102,200,22,0,200,20,30,100,1,200,200,1,0,0,0,0,0,0,0,255,255,255,255,255,0,255,255,255,47,10,42,60,15,30,0,0,0,0,0,0,10,10,42,45,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,6317,100,0,0,0,0,0,0,0,0,0,0,0,0,77,7,0,0,3,null,10015600,10015710,10015300,null,10015707,10013300,,0,0,0,0
10001006,D-金属皮露露,10001000,PLANT,1,1,0.8,0,0,0,99,50,50,50,50,50,50,50,50,150,999,999,160,1,700,STAB,1,700,999,99,999,100,0,0,350,300,350,200,0,200,10,50,100,1,550,700,1,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,25,100,0,0,0,0,0,0,0,0,0,0,5,50,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7551,40,7688,30,7732,20,0,10,0,0,0,0,0,0,36000,36000,0,0,35,10084900,90000045,90000044,90000046,90000043,10084900,10084900,,0,1,84,0
10001007,D-金属皮露露,10001000,PLANT,1,1,0.8,0,0,0,99,50,50,50,50,50,50,50,50,150,999,999,160,1,700,STAB,1,700,999,99,999,100,0,0,350,300,350,200,0,200,10,50,100,1,550,700,1,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,25,100,0,0,0,0,0,0,0,0,0,0,5,50,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7551,40,7688,30,7732,20,0,10,0,0,0,0,0,0,54000,54000,0,0,35,10084900,90000045,90000044,90000046,90000043,10084900,10084900,,0,0,84,0
10001008,のんびりメタリカ,10001000,PLANT,1,1,2,0,0,0,40,74,85,37,105,108,21,56,15,1000,201,201,174,167,399,BLOW,315,498,181,16,239,10,293,112,488,115,398,452,147,319,118,118,225,184,394,347,201,0,0,0,0,0,0,0,54,42,13,107,27,16,90,73,69,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,1,null,10015600,null,null,10135300,10015710,10015300,,0,1,1084,0
10001009,４月のメタリカ,10001000,PLANT,1,1,1.5,0,0,0,24,18,81,102,25,78,101,32,104,1000,201,201,393,354,466,BLOW,358,286,437,98,397,52,165,124,160,392,267,171,350,354,202,437,222,158,470,299,212,0,0,0,0,0,0,0,35,103,85,43,99,89,63,99,107,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,33,0,0,4,null,10015708,10015600,10015710,null,10015300,10015707,,0,0,0,0
10001100,奇迹的皮露露,10001100,PLANT_INFO_NOTPTDROPRANGE,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,23,0,0,200,5,7,BLOW,1,1,0,0,0,0,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,16,10120800,10120800,10120800,10120800,10120800,10120800,10120800,,0,0,0,0
10005000,樱花皮露露,10005000,PLANT_MARK,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,1,0,0,200,5,7,BLOW,1,1,1,99,1,99,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,22,10051800,10051800,10005645,10025959,null,null,null,,0,2,274,0
10005001,樱花皮露露,10005000,PLANT_MARK,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,2,0,0,200,5,7,BLOW,1,1,1,99,1,99,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,22,10051800,10051800,10005645,10025959,null,null,null,,0,0,0,0
10005002,樱花皮露露,10005000,PLANT_MARK,1,1,1,0,0,0,1,6,1,1,11,10,3,1,1,3,0,0,600,5,7,BLOW,1,1,1,99,1,99,0,0,5,95,10,0,0,200,3,1,100,1,200,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,100,0,0,0,0,0,0,0,0,0,0,51,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,22,SAKURA,SAKURA,SAKURA,SAKURA,SAKURA,null,null,,0,2,275,0
10005100,ちびラッキープルル,10005100,PLANT,1,1,0.7,0,0,0,55,31,82,34,42,77,52,35,59,1000,201,201,424,341,223,BLOW,324,103,428,82,197,84,337,116,217,110,199,482,276,178,313,158,201,417,369,148,411,0,0,0,0,0,0,0,94,51,55,47,23,108,24,53,62,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,200000,0,0,3,10022122,10022122,10022122,10022122,10022122,10022122,10022122,,0,1,1074,0
10005101,ラッキープルル,10005100,PLANT,1,1,1,0,0,0,65,90,103,23,61,37,97,44,43,1000,201,201,284,446,497,BLOW,335,208,479,67,452,30,196,261,404,220,405,446,391,295,250,348,155,287,173,103,114,0,0,0,0,0,0,0,28,87,75,29,41,45,61,12,86,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,350000,0,0,10,10022122,10022122,10022122,10022122,10022122,10022122,10022122,,0,1,1075,0
10005102,でかラッキープルル,10005100,PLANT,1,1,2,0,0,0,75,38,26,44,98,50,50,11,11,1000,201,201,150,424,319,BLOW,156,141,431,85,383,108,336,476,440,456,447,239,375,242,123,388,246,229,119,228,485,0,0,0,0,0,0,0,85,105,62,100,93,29,63,38,107,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,7,10022122,10022122,10022122,10022122,10022122,10022122,10022122,,0,1,1076,0
10010000,咕咕,10010000,BIRD,1,1,1,0,0,0,8,15,5,6,2,13,5,1,1,50,33,19,245,10,14,STAB,7,10,3,6,13,10,0,0,16,97,15,1,0,200,4,4,100,1,216,200,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,17,null,10007700,10018208,90000044,null,10019900,90000044,10050913,0,1,258,0
10010001,BIRD,10010000,BIRD,1,1,1,0,0,0,0,10,1,1,1,1,1,1,1,82,1,1,100,6,4,BLOW,1,1,5,5,1,1,0,0,20,15,1,1,0,1,100,1,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,0,0,0,0,0,0,0,0,14,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3006,100,0,100,3006,100,3006,100,0,0,0,0,0,0,7,10032800,10032800,10032800,10032800,null,10013100,10034150,,0,0,0,0
10010002,无限回廊的咕咕,10010000,BIRD,1,1,1,0,0,0,46,15,5,6,2,13,5,1,1,875,33,19,400,155,175,STAB,120,180,200,20,130,20,0,0,110,0,184,75,0,80,3,1,100,1,200,100,1,0,25,0,0,0,0,0,10,255,20,255,25,20,120,50,100,3,100,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,17,null,null,null,null,null,null,null,,0,1,537,0
10010004,魔鸟凤凰,10010000,BIRD,1,1,1,0,0,0,8,15,5,6,2,13,5,1,1,50,33,19,245,10,14,STAB,7,10,3,6,13,10,0,0,16,97,15,5,0,200,4,4,100,1,216,200,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,100,0,0,0,0,0,0,0,0,0,0,63,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,17,null,10007700,10018208,90000044,null,10019900,90000044,,0,0,0,0
