#髪型設定ファイル,,,,,,,,,
#アイテムの髪設定,,,,,ウィンドウ表示メッセージ,,,,
#アイテムID,性別,髪型ID,髪型オプションID,管理グループ,髪型名,オプション名,髪型変更前NPCセリフ,髪型変更後NPCセリフ,備考
10020771,2,30,-1,0,少佐の髪型,なし,わぁ～お♪$R君は『少佐の紹介状』を$R持っているのかい！？$R$R$R実は、僕も彼女のファンなんだよ！$Rファンクラブにも入ってるし$R下敷きも、フィギュアも持ってるよ！$R$R知的でクールな感じがいいよね～。$R$R$Rどうだい？$R『少佐の紹介状』を使って$R少佐の髪型にセットするかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,少佐の紹介状
10020772,2,21,39,-1,縦ロール,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,2,22,-1,-2,正統派おさげ,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,0,14,-1,-3,わんぱくな髪型,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,0,15,-1,-4,おめかしな髪型,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,0,16,42,-5,若さまな髪型,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,0,17,-1,-6,ラブモテな髪型,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,1,23,40,-7,おてんばな髪型,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,1,24,41,-8,おめかしな髪型,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,1,25,-1,-9,姫さまな髪型,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020772,1,26,-1,-10,ラブモテな髪型,なし,うぁっとぉ！$R君の持っているそ、それは！！！$R『フシギなヘアカタログ１』だね！？$R$Rいったいそんなもの$R「どこ」で手に入れたんだい？$R$R$Rあ、いや、無理に答えなくていいよ。$R$Rお客様のプライバシーには$Rかかわらない方針なんだ。$R$R$Rどうだい？$R『フシギなヘアカタログ１』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,フシギなヘアカタログ１
10020773,0,23,-1,0,ふたご座の髪型,なし,わぁ～お♪$R君は『ふたご座の紹介状』を$R持っているのかい！？$R$R$Rああっ、目を閉じると感じるよ。$R天高く空に光るふたご座の輝きを！$R$R$Rどうだい？$R『ふたご座の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ふたご座の紹介状
10020773,1,31,44,1,ふたご座の髪型,なし,わぁ～お♪$R君は『ふたご座の紹介状』を$R持っているのかい！？$R$R$Rああっ、目を閉じると感じるよ。$R天高く空に光るふたご座の輝きを！$R$R$Rどうだい？$R『ふたご座の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ふたご座の紹介状
10075200,0,89,-1,0,ふたご座☆の髪型,なし,わぁ～お♪$R君は『ふたご座の紹介状』を$R持っているのかい！？$R$R$Rああっ、目を閉じると感じるよ。$R天高く空に光るふたご座の輝きを！$R$R$Rどうだい？$R『ふたご座の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ふたご座の紹介状☆
10075200,1,89,44,1,ふたご座☆の髪型,なし,わぁ～お♪$R君は『ふたご座の紹介状』を$R持っているのかい！？$R$R$Rああっ、目を閉じると感じるよ。$R天高く空に光るふたご座の輝きを！$R$R$Rどうだい？$R『ふたご座の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ふたご座の紹介状☆
10020774,2,32,46,0,情熱的なアップ,なし,わぁ～お♪$R君は『ラテンの紹介状』を$R持っているのかい！？$R$R$Rう～ん、僕の血が騒ぎ出すよ！$Rイエイ、イエイ♪$R$R$Rどうだい？$R君も、見掛けはクールだけど$R中身はホットで熱い$R『ラテン』の髪型に変更するかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ラテンの紹介状
10020774,2,34,-1,1,情熱的なショート,なし,わぁ～お♪$R君は『ラテンの紹介状』を$R持っているのかい！？$R$R$Rう～ん、僕の血が騒ぎ出すよ！$Rイエイ、イエイ♪$R$R$Rどうだい？$R君も、見掛けはクールだけど$R中身はホットで熱い$R『ラテン』の髪型に変更するかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ラテンの紹介状
10020775,2,36,-1,0,ヘアピン付きショート,なし,わぁ～お♪$R君は『魔女の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『魔女の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,魔女の紹介状
10020775,2,35,-1,1,アンニュイなショート,なし,わぁ～お♪$R君は『魔女の紹介状』を$R持っているのかい！？$R$R$R…ああっ、感じるよ！$R僕の体を通して湧き出る$Rこの不思議な力を！$R…いまなら素敵な髪型を君に$Rプレゼントできそうだよ。$R$R$Rどうだい？$R『魔女の紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,魔女の紹介状
10020776,2,37,-1,0,ワイルドショート,なし,わぁ～お♪$R君は『ワイルドな紹介状』を$R持っているのかい！？$R$R$Rたまには原始に戻って$R自然と一体となるのもいいね！$R$R$Rどうだい？$R『ワイルドな紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ワイルドな紹介状
10020776,2,38,-1,1,ワイルドミディアム,なし,わぁ～お♪$R君は『ワイルドな紹介状』を$R持っているのかい！？$R$R$Rたまには原始に戻って$R自然と一体となるのもいいね！$R$R$Rどうだい？$R『ワイルドな紹介状』を使って$R君の髪をセットしてみるかい？,さあ！できたよ。$R$Rおっ！いいよ～$Rとても似合っているよ！$Rまたおいでよ。,ワイルドな紹介状
