#アイテム合成レシピ設定シート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#基本設定枠,取得経験値の適正設定枠,,,,合成に必要なスキルや素材アイテム設定枠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#基本情報,取得経験値の適正LV情報,,,,,,,合成に必要な,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,適正BaseLV,,適正JobLV,,,,,料金情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#通し番号,MIN,MAX,MIN,MAX,スキルID,Lv,スキルID,料金,アイテムID,アイテムID,個数,アイテムID,個数,アイテムID,個数,アイテムID,個数,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率,アイテムID,個数,確率
#アイテム精製LV1(1～20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,5,10,8,13,2051,2,0,5000,10033100,10045000,1,0,0,0,0,0,0,10015200,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,5,1,5,2051,2,0,5000,10033100,10033200,1,0,0,0,0,0,0,10019304,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,1,5,1,5,2051,2,0,5000,10033100,10031600,1,0,0,0,0,0,0,10007600,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,16,21,10,15,2051,2,0,5000,10033100,10005350,1,10019304,3,0,0,0,0,31131300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,11,16,8,13,2051,2,0,5000,10033100,10034507,3,10024000,3,10018001,1,10035200,3,31120200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,16,21,10,15,2051,2,0,5000,0,10022310,5,10001151,10,10000204,10,0,0,30010056,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,30,35,12,17,2051,2,0,5000,10033100,10015400,10,10000210,10,10001151,10,10022310,1,31060100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,20,25,11,16,2051,2,0,5000,0,10017300,2,0,0,0,0,0,0,31060000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,24,29,11,16,2051,2,0,5000,10033100,10015400,5,10000210,10,10001151,10,0,0,30010055,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,60,65,25,30,2051,2,0,5000,0,10057700,30,10038616,1,10023300,8,10040000,1,31080401,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#高度金属精錬LV3（161～200）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,1,5,1,5,2051,3,0,10000,10033100,10015600,3,0,0,0,0,0,0,10016100,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,24,29,12,17,2051,3,0,10000,10033100,10015300,3,0,0,0,0,0,0,10016000,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,5,10,8,13,2051,3,0,10000,10033100,10017000,1,0,0,0,0,0,0,10015200,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,5,10,3,7,2051,3,0,10000,10033100,10019304,1,0,0,0,0,0,0,10011304,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1,5,1,5,2051,3,0,10000,10033100,10019304,2,0,0,0,0,0,0,10033200,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,1,5,1,5,2051,3,0,10000,10033100,10018003,1,0,0,0,0,0,0,10015707,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,1,5,1,5,2051,3,0,10000,10033100,10044201,1,0,0,0,0,0,0,10015707,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,1,5,1,5,2051,3,0,10000,10033100,10040003,1,0,0,0,0,0,0,10015707,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,5,1,5,2051,3,0,10000,10033100,10045001,1,0,0,0,0,0,0,10015707,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,1,5,1,5,2051,3,0,10000,10033100,10016603,1,0,0,0,0,0,0,10015707,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,1,5,1,5,2051,3,0,10000,10033100,10040001,1,0,0,0,0,0,0,10015709,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,1,5,1,5,2051,3,0,10000,10033100,10045200,1,0,0,0,0,0,0,10015709,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,3,8,3,7,2051,3,0,10000,10033100,10018004,1,0,0,0,0,0,0,10013300,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3,8,3,7,2051,3,0,10000,10033100,10040002,1,0,0,0,0,0,0,10013300,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,3,8,3,7,2051,3,0,10000,10033100,10016604,1,0,0,0,0,0,0,10013300,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,1,5,1,5,2051,3,0,10000,10033100,10015707,1,10000204,1,10038611,1,0,0,10040003,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,1,5,1,5,2051,3,0,10000,10033100,10015709,1,10000204,1,10038611,1,0,0,10040001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,1,5,1,5,2051,3,0,10000,10033100,10013300,1,10000204,1,10038611,1,0,0,10040002,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,32,37,12,17,2051,3,0,10000,0,10034504,1,10015710,1,0,0,0,0,10015704,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,1,5,1,5,2051,3,0,10000,10033100,10013300,1,10000204,1,0,0,0,0,10018004,1,99,10020209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,18,23,10,15,2051,3,0,10000,10033100,10022310,5,10017300,3,0,0,0,0,31110400,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,30,35,11,16,2051,3,0,10000,10033100,10022310,5,10015400,10,10016200,5,10038501,1,31131100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1,5,1,5,2051,3,0,10000,10033100,90000045,1,10011201,1,0,0,0,0,90000047,1,90,10020209,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,5,1,5,2051,3,0,10000,10033100,90000045,1,10011203,1,0,0,0,0,90000048,1,90,10020209,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,5,1,5,2051,3,0,10000,10033100,90000045,1,10011207,1,0,0,0,0,90000049,1,90,10020209,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1,5,1,5,2051,3,0,10000,10033100,90000045,1,10011205,1,0,0,0,0,90000050,1,90,10020209,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,1,5,1,5,2051,3,0,10000,10033100,90000045,1,10011210,1,0,0,0,0,90000051,1,90,10020209,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,1,5,1,5,2051,3,0,10000,10033100,90000045,1,10011209,1,0,0,0,0,90000052,1,90,10020209,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,3,8,2,6,2051,3,0,150000,0,10014600,10,0,0,0,0,0,0,10019306,1,90,10001250,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,5,10,8,13,2051,3,0,10000,10033100,10015600,1,0,0,0,0,0,0,10122000,50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,5,10,8,13,2051,3,0,10000,10033100,10020209,1,0,0,0,0,0,0,10122000,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,1,5,1,5,2051,3,0,10000,10033100,31119600,2,0,0,0,0,0,0,31119601,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1,5,1,5,2051,3,0,10000,10033100,31119600,3,0,0,0,0,0,0,31119602,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1,5,1,5,2051,3,0,10000,10033100,31119600,4,0,0,0,0,0,0,31119603,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,1,5,1,5,2051,3,0,10000,10033100,31103900,3,0,0,0,0,0,0,31103901,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,1,5,1,5,2051,3,0,10000,10033100,31103900,4,0,0,0,0,0,0,31103902,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1,5,1,5,2051,3,0,10000,10033100,31103900,5,0,0,0,0,0,0,31103903,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,1,5,1,5,2051,3,0,10000,10033100,31104000,3,0,0,0,0,0,0,31104010,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,1,5,1,5,2051,3,0,10000,10033100,31104000,4,0,0,0,0,0,0,31104020,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,1,5,1,5,2051,3,0,10000,10033100,31104000,5,0,0,0,0,0,0,31104030,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#木材加工LV1（201～220）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,3,8,2,6,2020,1,0,100,10033100,10016200,1,0,0,0,0,0,0,10016800,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1,5,1,5,2020,1,0,100,60010000,10016300,1,0,0,0,0,0,0,10044100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4,9,3,7,2020,1,0,100,10023800,10016300,1,10023900,4,10034508,1,0,0,10046700,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,15,20,11,16,2020,1,0,100,0,10016200,10,10040000,4,0,0,0,0,31070000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,7,12,8,13,2020,1,0,100,10023800,10044103,5,10023900,20,0,0,0,0,31110100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,30,35,11,16,2020,1,0,100,60010000,10018207,1,10016607,1,0,0,0,0,10031900,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,27,32,11,16,2020,1,0,100,10023800,10016300,1,10020400,1,10038500,4,10023900,10,31090401,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,5,10,3,7,2020,1,0,100,10032100,31110000,1,10032811,1,0,0,0,0,31110001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1,5,1,5,2020,1,0,100,0,10028300,1,10038500,1,0,0,0,0,31111500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#木材加工LV2（221～240）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,15,20,9,14,2020,2,0,5000,60010000,10016400,1,10034508,1,0,0,0,0,10044103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,15,20,11,16,2020,2,0,5000,60010000,10016401,1,10034508,1,10038500,1,0,0,10044101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,53,58,20,25,2020,2,0,5000,0,10016400,1,10046700,4,10034508,5,10038500,5,31130300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,30,35,12,17,2020,2,0,5000,0,10028300,1,10045901,1,10038500,10,10044103,4,31080000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,25,30,14,19,2020,2,0,5000,10023800,10016400,5,10038500,10,10023900,20,10044103,4,31080100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,20,25,10,15,2020,2,0,5000,10023800,10028300,1,10038500,5,10023900,20,0,0,31090000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,27,32,11,16,2020,2,0,5000,10023800,10038616,1,10038500,5,10023900,20,10016300,5,31090100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,30,35,11,16,2020,2,0,5000,0,10027100,1,0,0,0,0,0,0,10027200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,32,37,11,16,2020,2,0,5000,10043500,10016400,8,10007900,24,10019804,8,10021303,8,30050110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,42,47,19,24,2020,2,0,5000,10043500,10021400,20,10019601,20,10016300,4,10044103,4,31130601,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,53,58,20,25,2020,2,0,5000,10043500,10020200,50,10038007,10,10016300,4,10019600,4,31130801,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,1,5,1,5,2020,2,0,5000,0,31111500,3,0,0,0,0,0,0,31112100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,1,5,1,5,2020,2,0,5000,0,31111500,6,0,0,0,0,0,0,31112200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,60,65,25,30,2020,2,0,5000,10023800,10061600,4,10038500,2,10023900,10,0,0,31112500,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,50,55,20,25,2020,2,0,5000,10023800,10061700,30,10038500,5,10002202,10,10023900,10,31070400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,66,71,31,36,2020,2,0,5000,10023800,10061602,10,10038500,5,10023900,10,0,0,31101300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#木材加工LV3（241～300）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,18,23,11,16,2020,3,0,10000,60010000,10016601,1,10034508,1,10038500,1,0,0,10044102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,54,59,28,33,2020,3,0,10000,0,10016401,1,10046700,8,10034505,5,10038500,5,31130400,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,27,32,11,16,2020,3,0,10000,10023800,10016400,5,10023900,20,10034505,5,10038500,5,31090300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,10,15,8,13,2020,3,0,10000,10023800,10016300,100,10023900,100,10016601,1,0,0,30001200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,36,41,13,18,2020,3,0,10000,10023800,10016400,5,10029300,1,10023900,20,10034505,5,31131200,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,66,71,29,34,2020,3,0,10000,0,10016300,20,10016400,20,10038500,30,10034505,15,30010051,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,66,71,29,34,2020,3,0,10000,0,10016401,2,10016400,20,10038500,30,10034505,15,30010052,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,30,35,11,16,2020,3,0,10000,0,10027200,1,10029000,1,0,0,0,0,10027300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,60,65,25,30,2020,3,0,10000,10043500,10020400,25,10038007,10,10016400,4,10019601,4,31130901,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1,5,1,5,2020,3,0,10000,0,31112100,1,0,0,0,0,0,0,31111500,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1,5,1,5,2020,3,0,10000,0,31112200,1,0,0,0,0,0,0,31111500,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,5,10,8,13,2020,3,0,10000,0,10095950,1,10016300,5,10104800,1,0,0,60088500,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,5,10,8,13,2020,3,0,10000,0,10102100,1,10016300,5,10104800,1,0,0,60088600,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,5,10,8,13,2020,3,0,10000,0,10032801,3,10016300,5,10104800,1,0,0,60088900,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,5,10,8,13,2020,3,0,10000,0,10032803,3,10016300,5,10104800,1,0,0,60089000,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,1,5,1,5,2020,3,0,10000,10023800,31119300,3,0,0,0,0,0,0,31119301,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,1,5,1,5,2020,3,0,10000,10023800,31119300,4,0,0,0,0,0,0,31119302,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,1,5,1,5,2020,3,0,10000,10023800,31119300,5,0,0,0,0,0,0,31119303,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,10,15,9,14,2020,3,0,10000,10023800,10130700,1,10130800,1,10130900,1,0,0,31061300,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,15,20,10,15,2020,3,0,10000,10023800,10130700,1,10130800,1,10130900,1,10082900,1,31061301,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,15,20,10,15,2020,3,0,10000,10023800,10130700,1,10130800,1,10130900,1,10082600,1,31061302,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,15,20,10,15,2020,3,0,10000,10023800,10130700,1,10130800,1,10130900,1,10032801,1,31061303,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,15,20,10,15,2020,3,0,10000,10023800,10130700,1,10130800,1,10130900,1,10032803,1,31061304,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,15,20,10,15,2020,3,0,10000,10023800,10130700,1,10130800,1,10130900,1,10032811,1,31061305,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,15,20,10,15,2020,3,0,10000,10023800,10130700,1,10130800,1,10130900,1,10032809,1,31061306,1,99,10001250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,1,5,1,5,2020,3,0,10000,10023800,31103500,2,0,0,0,0,0,0,31103501,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,1,5,1,5,2020,3,0,10000,10023800,31103500,3,0,0,0,0,0,0,31103502,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,1,5,1,5,2020,3,0,10000,10023800,31103500,4,0,0,0,0,0,0,31103503,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1,5,1,5,2020,3,0,10000,10023800,31119304,3,0,0,0,0,0,0,31119314,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,1,5,1,5,2020,3,0,10000,10023800,31119304,4,0,0,0,0,0,0,31119324,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1,5,1,5,2020,3,0,10000,10023800,31119304,5,0,0,0,0,0,0,31119334,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,1,5,1,5,2020,3,0,10000,10023800,31150200,2,0,0,0,0,0,0,31150210,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,1,5,1,5,2020,3,0,10000,10023800,31150200,3,0,0,0,0,0,0,31150220,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#機械組み立てLV1（301～320）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,30,35,11,16,2039,1,0,100,0,10029900,1,10016900,1,10039000,1,0,0,10030100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,53,58,20,25,2039,1,0,100,0,10015500,1,10018000,1,10023400,1,0,0,10030002,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,53,58,29,34,2039,1,0,100,0,10023100,1,10023200,1,10030201,1,0,0,10030200,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,44,49,13,18,2039,1,0,100,0,10030100,1,10030002,1,10030200,1,0,0,10030003,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,30,35,11,16,2039,1,0,100,0,10030003,1,10047200,1,0,0,0,0,10030001,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,60,65,30,35,2039,1,0,100,0,10023100,1,10023200,1,10023502,1,0,0,10023001,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,60,65,30,35,2039,1,0,100,0,10023100,1,10023200,1,10023503,1,0,0,10023002,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,60,65,30,35,2039,1,0,100,0,10023100,1,10023200,1,10023504,1,0,0,10023003,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,60,65,30,35,2039,1,0,100,0,10023100,1,10023200,1,10023505,1,0,0,10023004,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,60,65,30,35,2039,1,0,100,0,10023100,1,10023200,1,10023506,1,0,0,10023005,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,60,65,30,35,2039,1,0,100,0,10023100,1,10023200,1,10023508,1,0,0,10023007,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,53,58,20,25,2039,1,0,100,10023600,10053900,1,10043600,2,10039000,3,0,0,10134000,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,80,85,30,35,2039,1,0,100,10023600,10054100,1,10015800,5,10134400,5,0,0,10134100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,36,41,20,25,2039,1,0,100,10023600,10054200,1,10015706,3,10011309,5,0,0,10134200,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,84,89,34,39,2039,1,0,100,10023600,10054300,1,10077100,5,10134400,5,0,0,10134300,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#316,1,5,1,5,2039,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,44,49,14,19,2039,1,0,100,0,10014750,1,10001550,1,10023501,1,0,0,10022307,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#318,1,5,1,5,2039,1,0,100,0,10014750,1,10001550,1,0,0,0,0,10022308,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,10,15,8,13,2039,1,0,100,0,10146800,1,10011210,1,0,0,0,0,60096150,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,10,15,8,13,2039,1,0,100,0,10146800,1,10011209,1,0,0,0,0,60096151,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#機械組み立てLV2（321～340）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#322,1,5,1,5,2039,2,0,5000,0,10014750,1,10001550,1,10038101,1,0,0,10002400,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,30,35,11,16,2039,2,0,5000,0,10027500,1,10023300,20,10035300,15,0,0,10027600,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,66,71,33,38,2039,2,0,5000,10023600,10045100,20,60023180,1,10030100,1,10035300,1,60023100,1,100,0,0,0,0,0,0,0,0,0,60023104,1,1,0,0,0,0,0,0,0,0,0
325,66,71,33,38,2039,2,0,5000,10023600,10045100,8,60051780,1,10030100,1,10035300,1,60051700,1,100,0,0,0,0,0,0,0,0,0,60051704,1,1,0,0,0,0,0,0,0,0,0
326,66,71,29,34,2039,2,0,5000,10023600,10025451,1,10025700,1,10025600,1,10035300,1,60091500,1,100,0,0,0,0,0,0,0,0,0,60091501,1,5,60091502,1,3,60091503,1,1,0,0,0
327,66,71,29,34,2039,2,0,5000,10023600,10025452,1,10025700,1,10025600,1,10035300,1,60091550,1,100,0,0,0,0,0,0,0,0,0,60091504,1,5,60091505,1,3,60091506,1,1,0,0,0
328,60,65,29,34,2039,2,0,5000,10023600,10025551,1,10025700,1,10025600,1,10035300,1,60091900,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,57,62,24,29,2039,2,0,5000,10023600,10025550,1,10025700,1,10025600,1,10035300,1,60092100,1,100,0,0,0,0,0,0,0,0,0,60092101,1,5,0,0,0,0,0,0,0,0,0
330,55,61,29,34,2039,2,0,5000,10023600,10025400,1,10025700,1,10025600,1,10035300,1,60091152,1,100,0,0,0,0,0,0,0,0,0,60091154,1,5,0,0,0,0,0,0,0,0,0
331,66,71,29,34,2039,2,0,5000,10023600,10025500,1,10025700,1,10025600,1,10035300,1,60091200,1,100,0,0,0,0,0,0,0,0,0,60091201,1,5,0,0,0,0,0,0,0,0,0
332,55,60,28,33,2039,2,0,5000,10023600,10025450,1,10025700,1,10025600,1,10035300,1,60091800,1,100,0,0,0,0,0,0,0,0,0,60091801,1,5,0,0,0,0,0,0,0,0,0
